date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,weekend_flag_raw,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,holiday_peak_flag_calendar,prime_event_flag_calendar,marketing_push_flag_calendar,weather_disruption_index_calendar,weekend_flag_calendar,revenue_usd,gross_margin_usd,month
2025-04-24,SKU-100267,East,48,31.96,0,0,0,0,1.78,1970-01-12,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.12357142857142855,0.0,1534.08,-1059.3600000000001,2025-04
2025-04-24,SKU-100398,North,56,31.32,0,0,0,0,-0.05,1970-01-17,Toys,22.32,198.29,0.86,0.968,1.0,0.0,1.0,0.12357142857142855,0.0,1753.92,504.0,2025-04
2025-04-24,SKU-101213,East,67,78.7,0,0,0,0,1.6,1970-02-20,Kitchen,40.39,32.87,0.64,0.972,1.0,0.0,1.0,0.12357142857142855,0.0,5272.900000000001,2566.77,2025-04
2025-04-24,SKU-101214,North,40,193.04,0,0,0,0,1.6,1970-02-20,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.12357142857142855,0.0,7721.599999999999,3866.7999999999993,2025-04
2025-04-24,SKU-101678,North,51,31.06,0,0,0,0,0.58,1970-03-11,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,1.0,0.12357142857142855,0.0,1584.06,-4152.42,2025-04
2025-04-24,SKU-101690,West,70,41.12,0,0,0,0,-1.22,1970-03-12,Pet,119.39,197.26,0.68,0.987,1.0,0.0,1.0,0.12357142857142855,0.0,2878.3999999999996,-5478.900000000001,2025-04
2025-04-24,SKU-102499,South,43,33.79,0,0,0,0,0.55,1970-04-15,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.12357142857142855,0.0,1452.97,-870.32,2025-04
2025-04-24,SKU-102533,East,35,125.03,0,0,0,0,0.02,1970-04-16,Toys,119.1,158.8,0.61,0.973,1.0,0.0,1.0,0.12357142857142855,0.0,4376.05,207.55000000000024,2025-04
2025-04-24,SKU-103338,South,24,176.47,1,0,0,0,0.0,1970-05-20,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.12357142857142855,0.0,4235.28,1922.3999999999999,2025-04
2025-04-24,SKU-103812,North,51,33.27,1,0,0,0,0.9,1970-06-08,Pet,39.01,44.01,0.77,0.983,1.0,0.0,1.0,0.12357142857142855,0.0,1696.7700000000002,-292.7399999999997,2025-04
2025-04-24,SKU-103860,West,23,175.54,1,0,0,0,0.7,1970-06-10,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.12357142857142855,0.0,4037.4199999999996,1820.9099999999996,2025-04
2025-04-24,SKU-103862,East,35,109.35,1,0,0,0,0.7,1970-06-10,Pet,68.29,97.95,0.38,0.978,1.0,0.0,1.0,0.12357142857142855,0.0,3827.25,1437.0999999999997,2025-04
2025-04-25,SKU-101055,South,30,128.34,0,0,0,0,1.07,1970-02-13,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,1.0,0.43857142857142856,0.0,3850.2000000000003,2691.0,2025-04
2025-04-25,SKU-101092,North,32,82.82,0,0,0,0,1.04,1970-02-15,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,1.0,0.43857142857142856,0.0,2650.24,1688.3199999999997,2025-04
2025-04-25,SKU-101724,East,31,138.28,0,0,0,0,-1.22,1970-03-13,Pet,39.01,44.01,0.77,0.983,1.0,0.0,1.0,0.43857142857142856,0.0,4286.68,3077.3700000000003,2025-04
2025-04-25,SKU-101935,South,50,196.3,0,0,0,0,0.0,1970-03-22,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,1.0,0.43857142857142856,0.0,9815.0,7439.0,2025-04
2025-04-25,SKU-102682,West,54,191.45,0,0,0,0,-0.15,1970-04-22,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,1.0,0.43857142857142856,0.0,10338.3,7585.38,2025-04
2025-04-25,SKU-103128,West,26,122.09,1,0,0,0,-1.39,1970-05-11,Pet,39.01,44.01,0.77,0.983,1.0,0.0,1.0,0.43857142857142856,0.0,3174.34,2160.0800000000004,2025-04
2025-04-25,SKU-103290,East,42,126.95,1,0,0,0,0.76,1970-05-18,Pet,39.01,44.01,0.77,0.983,1.0,0.0,1.0,0.43857142857142856,0.0,5331.900000000001,3693.48,2025-04
2025-04-25,SKU-103336,West,43,119.19,1,0,0,0,-2.62,1970-05-20,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,1.0,0.43857142857142856,0.0,5125.17,1561.3300000000002,2025-04
2025-04-25,SKU-103366,North,52,42.09,1,0,0,0,0.0,1970-05-21,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,1.0,0.43857142857142856,0.0,2188.6800000000003,-462.27999999999963,2025-04
2025-04-25,SKU-103512,East,70,80.99,1,0,0,0,0.37,1970-05-27,Toys,22.32,198.29,0.86,0.968,1.0,0.0,1.0,0.43857142857142856,0.0,5669.299999999999,4106.9,2025-04
2025-04-25,SKU-103534,West,33,109.67,1,0,0,0,1.45,1970-05-28,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,1.0,0.43857142857142856,0.0,3619.11,884.0700000000002,2025-04
2025-04-25,SKU-103748,East,53,81.02,1,0,0,0,1.54,1970-06-06,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,1.0,0.43857142857142856,0.0,4294.0599999999995,-1667.3800000000003,2025-04
2025-04-25,SKU-103762,North,48,98.62,1,0,0,0,1.54,1970-06-06,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,1.0,0.43857142857142856,0.0,4733.76,2286.7200000000003,2025-04
2025-04-25,SKU-104022,East,58,90.37,1,0,0,0,0.07,1970-06-17,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.43857142857142856,0.0,5241.46,-348.0,2025-04
2025-04-25,SKU-104896,South,39,92.55,0,0,0,0,1.31,1970-07-24,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,1.0,0.43857142857142856,0.0,3609.45,1621.23,2025-04
2025-04-26,SKU-100003,North,54,157.1,0,0,1,0,-0.11,1970-01-01,Beauty,61.85,78.7,0.76,0.931,1.0,0.0,0.0,-0.0945454545454545,1.0,8483.4,5143.5,2025-04
2025-04-26,SKU-101019,North,57,32.98,0,0,1,0,2.05,1970-02-12,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,-0.0945454545454545,1.0,1879.86,-322.62000000000023,2025-04
2025-04-26,SKU-101179,South,75,92.56,0,0,1,0,-0.21,1970-02-19,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,-0.0945454545454545,1.0,6942.0,3378.0,2025-04
2025-04-26,SKU-101600,East,30,175.96,0,0,1,0,-0.47,1970-03-08,Pet,119.39,197.26,0.68,0.987,1.0,0.0,0.0,-0.0945454545454545,1.0,5278.8,1697.1000000000001,2025-04
2025-04-26,SKU-102214,West,22,110.81,0,0,1,0,-0.01,1970-04-03,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,0.0,-0.0945454545454545,1.0,2437.82,1316.2600000000002,2025-04
2025-04-26,SKU-102460,West,57,174.23,0,0,1,0,-1.56,1970-04-13,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.0945454545454545,1.0,9931.109999999999,8217.689999999999,2025-04
2025-04-26,SKU-102494,West,51,41.62,0,0,1,0,0.08,1970-04-14,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,-0.0945454545454545,1.0,2122.62,-1360.1700000000005,2025-04
2025-04-26,SKU-102879,West,56,44.5,1,0,1,0,0.37,1970-04-30,Home,85.74,189.02,1.49,0.954,1.0,0.0,0.0,-0.0945454545454545,1.0,2492.0,-2309.4399999999996,2025-04
2025-04-26,SKU-102917,South,32,126.48,1,0,1,0,-0.27,1970-05-02,Toys,14.98,175.66,1.79,0.972,1.0,0.0,0.0,-0.0945454545454545,1.0,4047.36,3568.0,2025-04
2025-04-26,SKU-103146,East,56,41.45,1,0,1,0,-1.39,1970-05-12,Pet,39.01,44.01,0.77,0.983,1.0,0.0,0.0,-0.0945454545454545,1.0,2321.2000000000003,136.64000000000027,2025-04
2025-04-26,SKU-103672,South,30,32.78,1,0,1,0,1.41,1970-06-03,Electronics,50.98,190.65,0.55,0.959,1.0,0.0,0.0,-0.0945454545454545,1.0,983.4000000000001,-545.9999999999999,2025-04
2025-04-26,SKU-103810,North,36,96.68,1,0,1,0,1.58,1970-06-08,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.0945454545454545,1.0,3480.4800000000005,2398.32,2025-04
2025-04-26,SKU-103964,West,34,31.12,1,0,1,0,0.68,1970-06-15,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,-0.0945454545454545,1.0,1058.08,-2766.24,2025-04
2025-04-26,SKU-104224,West,58,75.07,1,0,1,0,-0.07,1970-06-26,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.0945454545454545,1.0,4354.0599999999995,2610.5799999999995,2025-04
2025-04-26,SKU-104852,North,28,155.88,0,0,1,0,-1.28,1970-07-22,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,-0.0945454545454545,1.0,4364.639999999999,2452.5199999999995,2025-04
2025-04-27,SKU-100044,East,32,83.89,0,0,1,0,-0.11,1970-01-02,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.7928571428571428,1.0,2684.48,-399.3600000000001,2025-04
2025-04-27,SKU-100109,North,32,154.4,0,0,1,0,-0.55,1970-01-05,Toys,14.98,175.66,1.79,0.972,1.0,0.0,1.0,0.7928571428571428,1.0,4940.8,4461.4400000000005,2025-04
2025-04-27,SKU-100243,South,45,31.77,0,0,1,0,-1.57,1970-01-11,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,1.0,0.7928571428571428,1.0,1429.65,-708.7500000000001,2025-04
2025-04-27,SKU-100284,West,36,100.62,0,0,1,0,0.42,1970-01-12,Pet,39.01,44.01,0.77,0.983,1.0,0.0,1.0,0.7928571428571428,1.0,3622.32,2217.96,2025-04
2025-04-27,SKU-100566,South,51,98.64,0,0,1,0,0.87,1970-01-24,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,1.0,0.7928571428571428,1.0,5030.64,115.7699999999998,2025-04
2025-04-27,SKU-100884,East,71,150.26,0,0,1,0,0.04,1970-02-06,Toys,22.32,198.29,0.86,0.968,1.0,0.0,1.0,0.7928571428571428,1.0,10668.46,9083.74,2025-04
2025-04-27,SKU-101074,East,60,151.59,0,0,1,0,0.6,1970-02-14,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,1.0,0.7928571428571428,1.0,9095.4,7291.8,2025-04
2025-04-27,SKU-101697,South,50,105.95,0,0,1,1,0.41,1970-03-12,Home,118.88,33.69,0.21,0.975,1.0,0.0,1.0,0.7928571428571428,1.0,5297.5,-646.4999999999997,2025-04
2025-04-27,SKU-102211,West,27,158.85,0,0,1,0,0.17,1970-04-03,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.7928571428571428,1.0,4288.95,2830.14,2025-04
2025-04-27,SKU-102445,East,57,32.21,0,0,1,0,1.21,1970-04-12,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.7928571428571428,1.0,1835.97,-1243.74,2025-04
2025-04-27,SKU-103975,South,26,107.84,1,0,1,0,-0.46,1970-06-15,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.7928571428571428,1.0,2803.84,1399.06,2025-04
2025-04-27,SKU-104731,South,22,121.53,0,0,1,0,-0.49,1970-07-17,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,1.0,0.7928571428571428,1.0,2673.66,1485.0,2025-04
2025-04-27,SKU-104798,South,32,185.84,0,0,1,0,-0.91,1970-07-19,Pet,68.29,97.95,0.38,0.978,1.0,0.0,1.0,0.7928571428571428,1.0,5946.88,3761.6,2025-04
2025-04-28,SKU-100352,South,25,131.4,0,0,0,0,0.86,1970-01-15,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,0.4678571428571429,0.0,3285.0,1577.75,2025-04
2025-04-28,SKU-101020,East,59,166.18,0,0,0,0,1.23,1970-02-12,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,0.4678571428571429,0.0,9804.62,8031.08,2025-04
2025-04-28,SKU-101031,East,26,151.75,0,0,0,0,1.23,1970-02-12,Home,118.88,33.69,0.21,0.975,1.0,0.0,0.0,0.4678571428571429,0.0,3945.5,854.6200000000001,2025-04
2025-04-28,SKU-101185,East,58,99.99,0,0,0,0,-0.48,1970-02-19,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,0.0,0.4678571428571429,0.0,5799.42,2665.68,2025-04
2025-04-28,SKU-101868,South,46,31.82,0,0,0,0,1.46,1970-03-19,Pet,39.01,44.01,0.77,0.983,1.0,0.0,0.0,0.4678571428571429,0.0,1463.72,-330.7399999999999,2025-04
2025-04-28,SKU-102099,West,33,158.86,0,0,0,1,-1.33,1970-03-29,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,0.4678571428571429,0.0,5242.38,3967.26,2025-04
2025-04-28,SKU-102218,West,44,202.47,0,0,0,0,-0.69,1970-04-03,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,0.4678571428571429,0.0,8908.68,3959.56,2025-04
2025-04-28,SKU-102413,East,32,110.65,0,0,0,0,2.0,1970-04-11,Toys,14.98,175.66,1.79,0.972,1.0,0.0,0.0,0.4678571428571429,0.0,3540.8,3061.44,2025-04
2025-04-28,SKU-102907,North,69,170.79,1,0,0,0,0.37,1970-05-02,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,0.4678571428571429,0.0,11784.51,8505.63,2025-04
2025-04-28,SKU-102945,South,37,109.21,1,0,0,1,-1.26,1970-05-03,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,0.4678571428571429,0.0,4040.77,2611.0899999999997,2025-04
2025-04-28,SKU-103233,West,28,108.36,1,0,0,0,1.37,1970-05-15,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,0.4678571428571429,0.0,3034.08,1952.1599999999999,2025-04
2025-04-28,SKU-103341,South,42,32.07,1,0,0,0,0.44,1970-05-20,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,0.4678571428571429,0.0,1346.94,-275.94,2025-04
2025-04-28,SKU-104380,South,43,177.8,0,0,0,0,1.28,1970-07-02,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,0.4678571428571429,0.0,7645.400000000001,4081.560000000001,2025-04
2025-04-29,SKU-100319,East,30,154.23,0,0,0,0,0.42,1970-01-14,Toys,119.1,158.8,0.61,0.973,1.0,0.0,0.0,-0.1935714285714286,0.0,4626.9,1053.8999999999999,2025-04
2025-04-29,SKU-101264,South,27,130.67,0,0,0,0,-0.21,1970-02-22,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,-0.1935714285714286,0.0,3528.0899999999997,491.12999999999954,2025-04
2025-04-29,SKU-101763,South,43,44.29,0,0,0,0,0.71,1970-03-15,Home,85.74,189.02,1.49,0.954,1.0,0.0,0.0,-0.1935714285714286,0.0,1904.47,-1782.35,2025-04
2025-04-29,SKU-102144,South,47,193.31,0,0,0,0,-1.41,1970-03-31,Toys,22.32,198.29,0.86,0.968,1.0,0.0,0.0,-0.1935714285714286,0.0,9085.57,8036.530000000001,2025-04
2025-04-29,SKU-102652,North,31,159.6,0,0,0,0,0.02,1970-04-21,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,-0.1935714285714286,0.0,4947.599999999999,2378.32,2025-04
2025-04-29,SKU-103232,West,27,86.97,1,0,0,0,-1.39,1970-05-15,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,-0.1935714285714286,0.0,2348.19,504.3599999999998,2025-04
2025-04-29,SKU-103823,East,28,149.67,1,0,0,0,-0.31,1970-06-09,Kitchen,40.39,32.87,0.64,0.972,1.0,0.0,0.0,-0.1935714285714286,0.0,4190.759999999999,3059.8399999999997,2025-04
2025-04-29,SKU-104516,North,39,178.7,0,0,0,0,1.47,1970-07-08,Pet,119.39,197.26,0.68,0.987,1.0,0.0,0.0,-0.1935714285714286,0.0,6969.299999999999,2313.0899999999997,2025-04
2025-04-30,SKU-100156,South,42,79.68,0,0,0,0,1.47,1970-01-07,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,0.16571428571428573,0.0,3346.5600000000004,2084.04,2025-04
2025-04-30,SKU-100257,South,58,199.33,0,0,0,0,-0.51,1970-01-11,Home,118.88,33.69,0.21,0.975,1.0,0.0,0.0,0.16571428571428573,0.0,11561.140000000001,4666.100000000001,2025-04
2025-04-30,SKU-100714,North,30,180.62,0,0,0,0,0.7,1970-01-30,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,0.16571428571428573,0.0,5418.6,4516.8,2025-04
2025-04-30,SKU-100758,East,73,186.32,0,0,0,0,-0.36,1970-02-01,Toys,22.32,198.29,0.86,0.968,1.0,0.0,0.0,0.16571428571428573,0.0,13601.359999999999,11972.0,2025-04
2025-04-30,SKU-100845,South,30,88.11,0,0,0,0,-0.39,1970-02-05,Home,85.74,189.02,1.49,0.954,1.0,0.0,0.0,0.16571428571428573,0.0,2643.3,71.10000000000014,2025-04
2025-04-30,SKU-101230,West,32,193.37,0,0,0,0,-0.48,1970-02-21,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,0.16571428571428573,0.0,6187.84,3535.6800000000003,2025-04
2025-04-30,SKU-101545,North,40,30.86,0,0,0,1,1.22,1970-03-06,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,0.0,0.16571428571428573,0.0,1234.4,-926.8000000000001,2025-04
2025-04-30,SKU-101732,West,44,189.2,0,0,0,0,1.56,1970-03-14,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,0.16571428571428573,0.0,8324.8,3375.6799999999994,2025-04
2025-04-30,SKU-101851,East,63,201.41,0,0,0,0,2.11,1970-03-19,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,0.0,0.16571428571428573,0.0,12688.83,9284.94,2025-04
2025-04-30,SKU-101919,South,57,148.42,0,0,0,0,1.46,1970-03-21,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,0.16571428571428573,0.0,8459.939999999999,6257.459999999999,2025-04
2025-04-30,SKU-101967,West,82,41.55,0,0,0,0,0.69,1970-03-23,Home,118.88,33.69,0.21,0.975,1.0,0.0,0.0,0.16571428571428573,0.0,3407.1,-6341.0599999999995,2025-04
2025-04-30,SKU-102281,South,30,111.17,0,0,0,0,0.17,1970-04-06,Toys,119.1,158.8,0.61,0.973,1.0,0.0,0.0,0.16571428571428573,0.0,3335.1,-237.89999999999978,2025-04
2025-04-30,SKU-102810,North,32,106.46,0,0,0,0,1.24,1970-04-28,Toys,22.32,198.29,0.86,0.968,1.0,0.0,0.0,0.16571428571428573,0.0,3406.72,2692.4799999999996,2025-04
2025-04-30,SKU-102859,North,53,96.05,0,0,0,0,0.03,1970-04-30,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,0.0,0.16571428571428573,0.0,5090.65,2227.06,2025-04
2025-04-30,SKU-103082,South,17,155.71,1,0,0,0,-0.91,1970-05-09,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,0.16571428571428573,0.0,2647.07,734.9100000000001,2025-04
2025-04-30,SKU-103160,North,73,178.02,1,0,0,0,-0.56,1970-05-12,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,0.16571428571428573,0.0,12995.460000000001,8010.29,2025-04
2025-04-30,SKU-104090,North,62,156.07,1,0,0,0,-0.61,1970-06-20,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,0.16571428571428573,0.0,9676.34,2702.5799999999995,2025-04
2025-04-30,SKU-104681,East,28,129.69,0,0,0,0,1.02,1970-07-15,Toys,14.98,175.66,1.79,0.972,1.0,0.0,0.0,0.16571428571428573,0.0,3631.3199999999997,3211.8799999999997,2025-04
2025-05-01,SKU-101006,East,42,187.61,0,0,0,0,-0.92,1970-02-11,Pet,119.39,197.26,0.68,0.987,1.0,0.0,0.0,0.20090909090909087,0.0,7879.620000000001,2865.2400000000007,2025-05
2025-05-01,SKU-101846,West,54,34.08,0,0,0,0,0.58,1970-03-18,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,0.20090909090909087,0.0,1840.32,-1847.3400000000004,2025-05
2025-05-01,SKU-101989,North,52,120.37,0,0,0,0,0.69,1970-03-24,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,0.20090909090909087,0.0,6259.24,3788.2,2025-05
2025-05-01,SKU-102097,North,31,80.38,0,0,0,0,0.29,1970-03-29,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,0.20090909090909087,0.0,2491.7799999999997,1018.6599999999997,2025-05
2025-05-01,SKU-102155,North,68,168.04,0,0,0,0,0.48,1970-03-31,Toys,119.1,158.8,0.61,0.973,1.0,0.0,0.0,0.20090909090909087,0.0,11426.72,3327.92,2025-05
2025-05-01,SKU-102779,West,25,152.33,0,0,0,0,1.29,1970-04-26,Kitchen,40.39,32.87,0.64,0.972,1.0,0.0,0.0,0.20090909090909087,0.0,3808.2500000000005,2798.5000000000005,2025-05
2025-05-01,SKU-103443,West,41,156.95,1,0,0,0,0.76,1970-05-24,Home,118.88,33.69,0.21,0.975,1.0,0.0,0.0,0.20090909090909087,0.0,6434.95,1560.8699999999997,2025-05
2025-05-01,SKU-103711,West,47,194.58,1,0,0,1,1.25,1970-06-04,Beauty,61.85,78.7,0.76,0.931,1.0,0.0,0.0,0.20090909090909087,0.0,9145.26,6238.310000000001,2025-05
2025-05-01,SKU-103900,East,30,136.74,1,0,0,0,1.54,1970-06-12,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,0.20090909090909087,0.0,4102.200000000001,3200.4,2025-05
2025-05-01,SKU-103974,North,56,199.4,1,0,0,0,0.9,1970-06-15,Pet,39.01,44.01,0.77,0.983,1.0,0.0,0.0,0.20090909090909087,0.0,11166.4,8981.84,2025-05
2025-05-01,SKU-104496,North,39,122.86,0,0,0,0,-0.18,1970-07-07,Pet,39.01,44.01,0.77,0.983,1.0,0.0,0.0,0.20090909090909087,0.0,4791.54,3270.1499999999996,2025-05
2025-05-02,SKU-100040,West,59,44.7,0,0,0,0,0.48,1970-01-02,Electronics,112.48,134.55,0.33,0.966,1.0,0.0,0.0,-0.2742857142857143,0.0,2637.3,-3999.02,2025-05
2025-05-02,SKU-100138,East,49,125.08,0,0,0,0,-0.41,1970-01-06,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.2742857142857143,0.0,6128.92,4655.98,2025-05
2025-05-02,SKU-100605,West,25,104.01,0,0,0,0,-0.74,1970-01-26,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,-0.2742857142857143,0.0,2600.25,1634.25,2025-05
2025-05-02,SKU-100840,West,49,184.16,0,0,0,0,1.04,1970-02-05,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.2742857142857143,0.0,9023.84,7550.9,2025-05
2025-05-02,SKU-100956,East,32,190.01,0,0,0,0,-1.3,1970-02-09,Toys,22.32,198.29,0.86,0.968,1.0,0.0,0.0,-0.2742857142857143,0.0,6080.32,5366.08,2025-05
2025-05-02,SKU-101556,East,27,176.87,0,0,0,0,0.76,1970-03-06,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,0.0,-0.2742857142857143,0.0,4775.49,2173.5,2025-05
2025-05-02,SKU-101702,East,70,94.3,0,0,0,0,-1.41,1970-03-12,Pet,68.29,97.95,0.38,0.978,1.0,0.0,0.0,-0.2742857142857143,0.0,6601.0,1820.6999999999994,2025-05
2025-05-02,SKU-102105,East,38,190.73,0,0,0,0,0.0,1970-03-29,Home,85.74,189.02,1.49,0.954,1.0,0.0,0.0,-0.2742857142857143,0.0,7247.74,3989.62,2025-05
2025-05-02,SKU-102351,South,50,149.12,0,0,0,0,0.17,1970-04-08,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,-0.2742857142857143,0.0,7456.0,5524.0,2025-05
2025-05-02,SKU-102355,East,27,108.87,0,0,0,0,-0.01,1970-04-09,Electronics,54.03,86.74,0.58,0.976,1.0,0.0,0.0,-0.2742857142857143,0.0,2939.4900000000002,1480.68,2025-05
2025-05-02,SKU-102833,East,39,130.47,0,0,0,0,-0.15,1970-04-29,Kitchen,40.39,32.87,0.64,0.972,1.0,0.0,0.0,-0.2742857142857143,0.0,5088.33,3513.12,2025-05
2025-05-02,SKU-103151,East,41,129.88,1,0,0,0,-1.28,1970-05-12,Toys,14.98,175.66,1.79,0.972,1.0,0.0,0.0,-0.2742857142857143,0.0,5325.08,4710.9,2025-05
2025-05-02,SKU-103306,East,56,91.92,1,0,0,0,-1.39,1970-05-18,Kitchen,30.06,129.52,0.22,0.931,1.0,0.0,0.0,-0.2742857142857143,0.0,5147.52,3464.16,2025-05
2025-05-02,SKU-103879,South,50,42.6,1,0,0,0,0.37,1970-06-11,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,-0.2742857142857143,0.0,2130.0,-246.00000000000009,2025-05
2025-05-02,SKU-103935,North,36,42.41,1,0,0,0,1.54,1970-06-13,Kitchen,38.64,161.51,0.29,0.933,1.0,0.0,0.0,-0.2742857142857143,0.0,1526.7599999999998,135.71999999999986,2025-05
2025-05-02,SKU-103981,North,29,125.05,1,0,0,0,-0.28,1970-06-15,Beauty,61.85,78.7,0.76,0.931,1.0,0.0,0.0,-0.2742857142857143,0.0,3626.45,1832.8,2025-05
2025-05-02,SKU-103987,East,67,40.73,1,0,0,0,0.9,1970-06-16,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,-0.2742857142857143,0.0,2728.91,-454.9300000000004,2025-05
2025-05-02,SKU-104663,East,63,191.27,0,0,0,1,0.92,1970-07-14,Toys,14.98,175.66,1.79,0.972,1.0,0.0,0.0,-0.2742857142857143,0.0,12050.01,11106.27,2025-05
2025-05-02,SKU-104668,West,30,185.81,0,0,0,1,0.92,1970-07-14,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,-0.2742857142857143,0.0,5574.3,3087.9,2025-05
2025-05-02,SKU-104994,South,25,154.32,0,0,0,0,-1.28,1970-07-28,Electronics,96.37,130.18,0.12,0.949,1.0,0.0,0.0,-0.2742857142857143,0.0,3858.0,1448.7499999999998,2025-05
2025-05-03,SKU-100880,East,64,34.26,0,0,1,0,1.04,1970-02-06,Pet,119.39,197.26,0.68,0.987,1.0,0.0,0.0,-0.15214285714285714,1.0,2192.64,-5448.32,2025-05
2025-05-03,SKU-101104,South,52,183.71,0,0,1,0,-0.29,1970-02-16,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,-0.15214285714285714,1.0,9552.92,5243.160000000001,2025-05
2025-05-03,SKU-101140,South,55,177.7,0,0,1,0,1.23,1970-02-17,Electronics,82.88,157.93,0.66,0.952,1.0,0.0,0.0,-0.15214285714285714,1.0,9773.5,5215.099999999999,2025-05
2025-05-03,SKU-101460,East,42,150.28,0,0,1,0,-0.53,1970-03-02,Toys,22.32,198.29,0.86,0.968,1.0,0.0,0.0,-0.15214285714285714,1.0,6311.76,5374.320000000001,2025-05
2025-05-03,SKU-101917,East,54,33.24,0,0,1,0,-1.22,1970-03-21,Electronics,47.52,108.9,0.08,0.975,1.0,0.0,0.0,-0.15214285714285714,1.0,1794.96,-771.1200000000001,2025-05
