sku_id,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level
SKU-102444,Pet,39.01,44.01,0.77,0.983
SKU-102445,Electronics,54.03,86.74,0.58,0.976
SKU-102446,Pet,119.39,197.26,0.68,0.987
SKU-102447,Home,85.74,189.02,1.49,0.954
SKU-102448,Electronics,50.98,190.65,0.55,0.959
SKU-102449,Toys,14.98,175.66,1.79,0.972
SKU-102450,Toys,22.32,198.29,0.86,0.968
SKU-102451,Beauty,61.85,78.7,0.76,0.931
SKU-102452,Electronics,112.48,134.55,0.33,0.966
SKU-102453,Home,118.88,33.69,0.21,0.975
SKU-102454,Electronics,82.88,157.93,0.66,0.952
SKU-102455,Kitchen,40.39,32.87,0.64,0.972
SKU-102456,Electronics,96.37,130.18,0.12,0.949
SKU-102457,Electronics,47.52,108.9,0.08,0.975
SKU-102458,Pet,68.29,97.95,0.38,0.978
SKU-102459,Kitchen,38.64,161.51,0.29,0.933
SKU-102460,Kitchen,30.06,129.52,0.22,0.931
SKU-102461,Toys,119.1,158.8,0.61,0.973
SKU-102462,Pet,39.01,44.01,0.77,0.983
SKU-102463,Electronics,54.03,86.74,0.58,0.976
SKU-102464,Pet,119.39,197.26,0.68,0.987
SKU-102465,Home,85.74,189.02,1.49,0.954
SKU-102466,Electronics,50.98,190.65,0.55,0.959
SKU-102467,Toys,14.98,175.66,1.79,0.972
SKU-102468,Toys,22.32,198.29,0.86,0.968
SKU-102469,Beauty,61.85,78.7,0.76,0.931
SKU-102470,Electronics,112.48,134.55,0.33,0.966
SKU-102471,Home,118.88,33.69,0.21,0.975
SKU-102472,Electronics,82.88,157.93,0.66,0.952
SKU-102473,Kitchen,40.39,32.87,0.64,0.972
SKU-102474,Electronics,96.37,130.18,0.12,0.949
SKU-102475,Electronics,47.52,108.9,0.08,0.975
SKU-102476,Pet,68.29,97.95,0.38,0.978
SKU-102477,Kitchen,38.64,161.51,0.29,0.933
SKU-102478,Kitchen,30.06,129.52,0.22,0.931
SKU-102479,Toys,119.1,158.8,0.61,0.973
SKU-102480,Pet,39.01,44.01,0.77,0.983
SKU-102481,Electronics,54.03,86.74,0.58,0.976
SKU-102482,Pet,119.39,197.26,0.68,0.987
SKU-102483,Home,85.74,189.02,1.49,0.954
SKU-102484,Electronics,50.98,190.65,0.55,0.959
SKU-102485,Toys,14.98,175.66,1.79,0.972
SKU-102486,Toys,22.32,198.29,0.86,0.968
SKU-102487,Beauty,61.85,78.7,0.76,0.931
SKU-102488,Electronics,112.48,134.55,0.33,0.966
SKU-102489,Home,118.88,33.69,0.21,0.975
SKU-102490,Electronics,82.88,157.93,0.66,0.952
SKU-102491,Kitchen,40.39,32.87,0.64,0.972
SKU-102492,Electronics,96.37,130.18,0.12,0.949
SKU-102493,Electronics,47.52,108.9,0.08,0.975
SKU-102494,Pet,68.29,97.95,0.38,0.978
SKU-102495,Kitchen,38.64,161.51,0.29,0.933
SKU-102496,Kitchen,30.06,129.52,0.22,0.931
SKU-102497,Toys,119.1,158.8,0.61,0.973
SKU-102498,Pet,39.01,44.01,0.77,0.983
SKU-102499,Electronics,54.03,86.74,0.58,0.976
SKU-102500,Pet,119.39,197.26,0.68,0.987
SKU-102501,Home,85.74,189.02,1.49,0.954
SKU-102502,Electronics,50.98,190.65,0.55,0.959
SKU-102503,Toys,14.98,175.66,1.79,0.972
SKU-102504,Toys,22.32,198.29,0.86,0.968
SKU-102505,Beauty,61.85,78.7,0.76,0.931
SKU-102506,Electronics,112.48,134.55,0.33,0.966
SKU-102507,Home,118.88,33.69,0.21,0.975
SKU-102508,Electronics,82.88,157.93,0.66,0.952
SKU-102509,Kitchen,40.39,32.87,0.64,0.972
SKU-102510,Electronics,96.37,130.18,0.12,0.949
SKU-102511,Electronics,47.52,108.9,0.08,0.975
SKU-102512,Pet,68.29,97.95,0.38,0.978
SKU-102513,Kitchen,38.64,161.51,0.29,0.933
SKU-102514,Kitchen,30.06,129.52,0.22,0.931
SKU-102515,Toys,119.1,158.8,0.61,0.973
SKU-102516,Pet,39.01,44.01,0.77,0.983
SKU-102517,Electronics,54.03,86.74,0.58,0.976
SKU-102518,Pet,119.39,197.26,0.68,0.987
SKU-102519,Home,85.74,189.02,1.49,0.954
SKU-102520,Electronics,50.98,190.65,0.55,0.959
SKU-102521,Toys,14.98,175.66,1.79,0.972
SKU-102522,Toys,22.32,198.29,0.86,0.968
SKU-102523,Beauty,61.85,78.7,0.76,0.931
SKU-102524,Electronics,112.48,134.55,0.33,0.966
SKU-102525,Home,118.88,33.69,0.21,0.975
SKU-102526,Electronics,82.88,157.93,0.66,0.952
SKU-102527,Kitchen,40.39,32.87,0.64,0.972
SKU-102528,Electronics,96.37,130.18,0.12,0.949
SKU-102529,Electronics,47.52,108.9,0.08,0.975
SKU-102530,Pet,68.29,97.95,0.38,0.978
SKU-102531,Kitchen,38.64,161.51,0.29,0.933
SKU-102532,Kitchen,30.06,129.52,0.22,0.931
SKU-102533,Toys,119.1,158.8,0.61,0.973
SKU-102534,Pet,39.01,44.01,0.77,0.983
SKU-102535,Electronics,54.03,86.74,0.58,0.976
SKU-102536,Pet,119.39,197.26,0.68,0.987
SKU-102537,Home,85.74,189.02,1.49,0.954
SKU-102538,Electronics,50.98,190.65,0.55,0.959
SKU-102539,Toys,14.98,175.66,1.79,0.972
SKU-102540,Toys,22.32,198.29,0.86,0.968
SKU-102541,Beauty,61.85,78.7,0.76,0.931
SKU-102542,Electronics,112.48,134.55,0.33,0.966
SKU-102543,Home,118.88,33.69,0.21,0.975
SKU-102544,Electronics,82.88,157.93,0.66,0.952
SKU-102545,Kitchen,40.39,32.87,0.64,0.972
SKU-102546,Electronics,96.37,130.18,0.12,0.949
SKU-102547,Electronics,47.52,108.9,0.08,0.975
SKU-102548,Pet,68.29,97.95,0.38,0.978
SKU-102549,Kitchen,38.64,161.51,0.29,0.933
SKU-102550,Kitchen,30.06,129.52,0.22,0.931
SKU-102551,Toys,119.1,158.8,0.61,0.973
SKU-102552,Pet,39.01,44.01,0.77,0.983
SKU-102553,Electronics,54.03,86.74,0.58,0.976
SKU-102554,Pet,119.39,197.26,0.68,0.987
SKU-102555,Home,85.74,189.02,1.49,0.954
SKU-102556,Electronics,50.98,190.65,0.55,0.959
SKU-102557,Toys,14.98,175.66,1.79,0.972
SKU-102558,Toys,22.32,198.29,0.86,0.968
SKU-102559,Beauty,61.85,78.7,0.76,0.931
SKU-102560,Electronics,112.48,134.55,0.33,0.966
SKU-102561,Home,118.88,33.69,0.21,0.975
SKU-102562,Electronics,82.88,157.93,0.66,0.952
SKU-102563,Kitchen,40.39,32.87,0.64,0.972
SKU-102564,Electronics,96.37,130.18,0.12,0.949
SKU-102565,Electronics,47.52,108.9,0.08,0.975
SKU-102566,Pet,68.29,97.95,0.38,0.978
SKU-102567,Kitchen,38.64,161.51,0.29,0.933
SKU-102568,Kitchen,30.06,129.52,0.22,0.931
SKU-102569,Toys,119.1,158.8,0.61,0.973
SKU-102570,Pet,39.01,44.01,0.77,0.983
SKU-102571,Electronics,54.03,86.74,0.58,0.976
SKU-102572,Pet,119.39,197.26,0.68,0.987
SKU-102573,Home,85.74,189.02,1.49,0.954
SKU-102574,Electronics,50.98,190.65,0.55,0.959
SKU-102575,Toys,14.98,175.66,1.79,0.972
SKU-102576,Toys,22.32,198.29,0.86,0.968
SKU-102577,Beauty,61.85,78.7,0.76,0.931
SKU-102578,Electronics,112.48,134.55,0.33,0.966
SKU-102579,Home,118.88,33.69,0.21,0.975
SKU-102580,Electronics,82.88,157.93,0.66,0.952
SKU-102581,Kitchen,40.39,32.87,0.64,0.972
SKU-102582,Electronics,96.37,130.18,0.12,0.949
SKU-102583,Electronics,47.52,108.9,0.08,0.975
SKU-102584,Pet,68.29,97.95,0.38,0.978
SKU-102585,Kitchen,38.64,161.51,0.29,0.933
SKU-102586,Kitchen,30.06,129.52,0.22,0.931
SKU-102587,Toys,119.1,158.8,0.61,0.973
SKU-102588,Pet,39.01,44.01,0.77,0.983
SKU-102589,Electronics,54.03,86.74,0.58,0.976
SKU-102590,Pet,119.39,197.26,0.68,0.987
SKU-102591,Home,85.74,189.02,1.49,0.954
SKU-102592,Electronics,50.98,190.65,0.55,0.959
SKU-102593,Toys,14.98,175.66,1.79,0.972
SKU-102594,Toys,22.32,198.29,0.86,0.968
SKU-102595,Beauty,61.85,78.7,0.76,0.931
SKU-102596,Electronics,112.48,134.55,0.33,0.966
SKU-102597,Home,118.88,33.69,0.21,0.975
SKU-102598,Electronics,82.88,157.93,0.66,0.952
SKU-102599,Kitchen,40.39,32.87,0.64,0.972
SKU-102600,Electronics,96.37,130.18,0.12,0.949
SKU-102601,Electronics,47.52,108.9,0.08,0.975
SKU-102602,Pet,68.29,97.95,0.38,0.978
SKU-102603,Kitchen,38.64,161.51,0.29,0.933
SKU-102604,Kitchen,30.06,129.52,0.22,0.931
SKU-102605,Toys,119.1,158.8,0.61,0.973
SKU-102606,Pet,39.01,44.01,0.77,0.983
SKU-102607,Electronics,54.03,86.74,0.58,0.976
SKU-102608,Pet,119.39,197.26,0.68,0.987
SKU-102609,Home,85.74,189.02,1.49,0.954
SKU-102610,Electronics,50.98,190.65,0.55,0.959
SKU-102611,Toys,14.98,175.66,1.79,0.972
SKU-102612,Toys,22.32,198.29,0.86,0.968
SKU-102613,Beauty,61.85,78.7,0.76,0.931
SKU-102614,Electronics,112.48,134.55,0.33,0.966
SKU-102615,Home,118.88,33.69,0.21,0.975
SKU-102616,Electronics,82.88,157.93,0.66,0.952
SKU-102617,Kitchen,40.39,32.87,0.64,0.972
SKU-102618,Electronics,96.37,130.18,0.12,0.949
SKU-102619,Electronics,47.52,108.9,0.08,0.975
SKU-102620,Pet,68.29,97.95,0.38,0.978
SKU-102621,Kitchen,38.64,161.51,0.29,0.933
SKU-102622,Kitchen,30.06,129.52,0.22,0.931
SKU-102623,Toys,119.1,158.8,0.61,0.973
SKU-102624,Pet,39.01,44.01,0.77,0.983
SKU-102625,Electronics,54.03,86.74,0.58,0.976
SKU-102626,Pet,119.39,197.26,0.68,0.987
SKU-102627,Home,85.74,189.02,1.49,0.954
SKU-102628,Electronics,50.98,190.65,0.55,0.959
SKU-102629,Toys,14.98,175.66,1.79,0.972
SKU-102630,Toys,22.32,198.29,0.86,0.968
SKU-102631,Beauty,61.85,78.7,0.76,0.931
SKU-102632,Electronics,112.48,134.55,0.33,0.966
SKU-102633,Home,118.88,33.69,0.21,0.975
SKU-102634,Electronics,82.88,157.93,0.66,0.952
SKU-102635,Kitchen,40.39,32.87,0.64,0.972
SKU-102636,Electronics,96.37,130.18,0.12,0.949
SKU-102637,Electronics,47.52,108.9,0.08,0.975
SKU-102638,Pet,68.29,97.95,0.38,0.978
SKU-102639,Kitchen,38.64,161.51,0.29,0.933
SKU-102640,Kitchen,30.06,129.52,0.22,0.931
SKU-102641,Toys,119.1,158.8,0.61,0.973
SKU-102642,Pet,39.01,44.01,0.77,0.983
SKU-102643,Electronics,54.03,86.74,0.58,0.976
SKU-102644,Pet,119.39,197.26,0.68,0.987
SKU-102645,Home,85.74,189.02,1.49,0.954
SKU-102646,Electronics,50.98,190.65,0.55,0.959
SKU-102647,Toys,14.98,175.66,1.79,0.972
SKU-102648,Toys,22.32,198.29,0.86,0.968
SKU-102649,Beauty,61.85,78.7,0.76,0.931
SKU-102650,Electronics,112.48,134.55,0.33,0.966
SKU-102651,Home,118.88,33.69,0.21,0.975
SKU-102652,Electronics,82.88,157.93,0.66,0.952
SKU-102653,Kitchen,40.39,32.87,0.64,0.972
SKU-102654,Electronics,96.37,130.18,0.12,0.949
SKU-102655,Electronics,47.52,108.9,0.08,0.975
SKU-102656,Pet,68.29,97.95,0.38,0.978
SKU-102657,Kitchen,38.64,161.51,0.29,0.933
SKU-102658,Kitchen,30.06,129.52,0.22,0.931
SKU-102659,Toys,119.1,158.8,0.61,0.973
SKU-102660,Pet,39.01,44.01,0.77,0.983
SKU-102661,Electronics,54.03,86.74,0.58,0.976
SKU-102662,Pet,119.39,197.26,0.68,0.987
SKU-102663,Home,85.74,189.02,1.49,0.954
SKU-102664,Electronics,50.98,190.65,0.55,0.959
SKU-102665,Toys,14.98,175.66,1.79,0.972
SKU-102666,Toys,22.32,198.29,0.86,0.968
SKU-102667,Beauty,61.85,78.7,0.76,0.931
SKU-102668,Electronics,112.48,134.55,0.33,0.966
SKU-102669,Home,118.88,33.69,0.21,0.975
SKU-102670,Electronics,82.88,157.93,0.66,0.952
SKU-102671,Kitchen,40.39,32.87,0.64,0.972
SKU-102672,Electronics,96.37,130.18,0.12,0.949
SKU-102673,Electronics,47.52,108.9,0.08,0.975
SKU-102674,Pet,68.29,97.95,0.38,0.978
SKU-102675,Kitchen,38.64,161.51,0.29,0.933
SKU-102676,Kitchen,30.06,129.52,0.22,0.931
SKU-102677,Toys,119.1,158.8,0.61,0.973
SKU-102678,Pet,39.01,44.01,0.77,0.983
SKU-102679,Electronics,54.03,86.74,0.58,0.976
SKU-102680,Pet,119.39,197.26,0.68,0.987
SKU-102681,Home,85.74,189.02,1.49,0.954
SKU-102682,Electronics,50.98,190.65,0.55,0.959
SKU-102683,Toys,14.98,175.66,1.79,0.972
SKU-102684,Toys,22.32,198.29,0.86,0.968
SKU-102685,Beauty,61.85,78.7,0.76,0.931
SKU-102686,Electronics,112.48,134.55,0.33,0.966
SKU-102687,Home,118.88,33.69,0.21,0.975
SKU-102688,Electronics,82.88,157.93,0.66,0.952
SKU-102689,Kitchen,40.39,32.87,0.64,0.972
SKU-102690,Electronics,96.37,130.18,0.12,0.949
SKU-102691,Electronics,47.52,108.9,0.08,0.975
SKU-102692,Pet,68.29,97.95,0.38,0.978
SKU-102693,Kitchen,38.64,161.51,0.29,0.933
SKU-102694,Kitchen,30.06,129.52,0.22,0.931
SKU-102695,Toys,119.1,158.8,0.61,0.973
SKU-102696,Pet,39.01,44.01,0.77,0.983
SKU-102697,Electronics,54.03,86.74,0.58,0.976
SKU-102698,Pet,119.39,197.26,0.68,0.987
SKU-102699,Home,85.74,189.02,1.49,0.954
SKU-102700,Electronics,50.98,190.65,0.55,0.959
SKU-102701,Toys,14.98,175.66,1.79,0.972
SKU-102702,Toys,22.32,198.29,0.86,0.968
SKU-102703,Beauty,61.85,78.7,0.76,0.931
SKU-102704,Electronics,112.48,134.55,0.33,0.966
SKU-102705,Home,118.88,33.69,0.21,0.975
SKU-102706,Electronics,82.88,157.93,0.66,0.952
SKU-102707,Kitchen,40.39,32.87,0.64,0.972
SKU-102708,Electronics,96.37,130.18,0.12,0.949
SKU-102709,Electronics,47.52,108.9,0.08,0.975
SKU-102710,Pet,68.29,97.95,0.38,0.978
SKU-102711,Kitchen,38.64,161.51,0.29,0.933
SKU-102712,Kitchen,30.06,129.52,0.22,0.931
SKU-102713,Toys,119.1,158.8,0.61,0.973
SKU-102714,Pet,39.01,44.01,0.77,0.983
SKU-102715,Electronics,54.03,86.74,0.58,0.976
SKU-102716,Pet,119.39,197.26,0.68,0.987
SKU-102717,Home,85.74,189.02,1.49,0.954
SKU-102718,Electronics,50.98,190.65,0.55,0.959
SKU-102719,Toys,14.98,175.66,1.79,0.972
SKU-102720,Toys,22.32,198.29,0.86,0.968
SKU-102721,Beauty,61.85,78.7,0.76,0.931
SKU-102722,Electronics,112.48,134.55,0.33,0.966
SKU-102723,Home,118.88,33.69,0.21,0.975
SKU-102724,Electronics,82.88,157.93,0.66,0.952
SKU-102725,Kitchen,40.39,32.87,0.64,0.972
SKU-102726,Electronics,96.37,130.18,0.12,0.949
SKU-102727,Electronics,47.52,108.9,0.08,0.975
SKU-102728,Pet,68.29,97.95,0.38,0.978
SKU-102729,Kitchen,38.64,161.51,0.29,0.933
SKU-102730,Kitchen,30.06,129.52,0.22,0.931
SKU-102731,Toys,119.1,158.8,0.61,0.973
SKU-102732,Pet,39.01,44.01,0.77,0.983
SKU-102733,Electronics,54.03,86.74,0.58,0.976
SKU-102734,Pet,119.39,197.26,0.68,0.987
SKU-102735,Home,85.74,189.02,1.49,0.954
SKU-102736,Electronics,50.98,190.65,0.55,0.959
SKU-102737,Toys,14.98,175.66,1.79,0.972
SKU-102738,Toys,22.32,198.29,0.86,0.968
SKU-102739,Beauty,61.85,78.7,0.76,0.931
SKU-102740,Electronics,112.48,134.55,0.33,0.966
SKU-102741,Home,118.88,33.69,0.21,0.975
SKU-102742,Electronics,82.88,157.93,0.66,0.952
SKU-102743,Kitchen,40.39,32.87,0.64,0.972
SKU-102744,Electronics,96.37,130.18,0.12,0.949
SKU-102745,Electronics,47.52,108.9,0.08,0.975
SKU-102746,Pet,68.29,97.95,0.38,0.978
SKU-102747,Kitchen,38.64,161.51,0.29,0.933
SKU-102748,Kitchen,30.06,129.52,0.22,0.931
SKU-102749,Toys,119.1,158.8,0.61,0.973
SKU-102750,Pet,39.01,44.01,0.77,0.983
SKU-102751,Electronics,54.03,86.74,0.58,0.976
SKU-102752,Pet,119.39,197.26,0.68,0.987
SKU-102753,Home,85.74,189.02,1.49,0.954
SKU-102754,Electronics,50.98,190.65,0.55,0.959
SKU-102755,Toys,14.98,175.66,1.79,0.972
SKU-102756,Toys,22.32,198.29,0.86,0.968
SKU-102757,Beauty,61.85,78.7,0.76,0.931
SKU-102758,Electronics,112.48,134.55,0.33,0.966
SKU-102759,Home,118.88,33.69,0.21,0.975
SKU-102760,Electronics,82.88,157.93,0.66,0.952
SKU-102761,Kitchen,40.39,32.87,0.64,0.972
SKU-102762,Electronics,96.37,130.18,0.12,0.949
SKU-102763,Electronics,47.52,108.9,0.08,0.975
SKU-102764,Pet,68.29,97.95,0.38,0.978
SKU-102765,Kitchen,38.64,161.51,0.29,0.933
SKU-102766,Kitchen,30.06,129.52,0.22,0.931
SKU-102767,Toys,119.1,158.8,0.61,0.973
SKU-102768,Pet,39.01,44.01,0.77,0.983
SKU-102769,Electronics,54.03,86.74,0.58,0.976
SKU-102770,Pet,119.39,197.26,0.68,0.987
SKU-102771,Home,85.74,189.02,1.49,0.954
SKU-102772,Electronics,50.98,190.65,0.55,0.959
SKU-102773,Toys,14.98,175.66,1.79,0.972
SKU-102774,Toys,22.32,198.29,0.86,0.968
SKU-102775,Beauty,61.85,78.7,0.76,0.931
SKU-102776,Electronics,112.48,134.55,0.33,0.966
SKU-102777,Home,118.88,33.69,0.21,0.975
SKU-102778,Electronics,82.88,157.93,0.66,0.952
SKU-102779,Kitchen,40.39,32.87,0.64,0.972
SKU-102780,Electronics,96.37,130.18,0.12,0.949
SKU-102781,Electronics,47.52,108.9,0.08,0.975
SKU-102782,Pet,68.29,97.95,0.38,0.978
SKU-102783,Kitchen,38.64,161.51,0.29,0.933
SKU-102784,Kitchen,30.06,129.52,0.22,0.931
SKU-102785,Toys,119.1,158.8,0.61,0.973
SKU-102786,Pet,39.01,44.01,0.77,0.983
SKU-102787,Electronics,54.03,86.74,0.58,0.976
SKU-102788,Pet,119.39,197.26,0.68,0.987
SKU-102789,Home,85.74,189.02,1.49,0.954
SKU-102790,Electronics,50.98,190.65,0.55,0.959
SKU-102791,Toys,14.98,175.66,1.79,0.972
SKU-102792,Toys,22.32,198.29,0.86,0.968
SKU-102793,Beauty,61.85,78.7,0.76,0.931
SKU-102794,Electronics,112.48,134.55,0.33,0.966
SKU-102795,Home,118.88,33.69,0.21,0.975
SKU-102796,Electronics,82.88,157.93,0.66,0.952
SKU-102797,Kitchen,40.39,32.87,0.64,0.972
SKU-102798,Electronics,96.37,130.18,0.12,0.949
SKU-102799,Electronics,47.52,108.9,0.08,0.975
SKU-102800,Pet,68.29,97.95,0.38,0.978
SKU-102801,Kitchen,38.64,161.51,0.29,0.933
SKU-102802,Kitchen,30.06,129.52,0.22,0.931
SKU-102803,Toys,119.1,158.8,0.61,0.973
SKU-102804,Pet,39.01,44.01,0.77,0.983
SKU-102805,Electronics,54.03,86.74,0.58,0.976
SKU-102806,Pet,119.39,197.26,0.68,0.987
SKU-102807,Home,85.74,189.02,1.49,0.954
SKU-102808,Electronics,50.98,190.65,0.55,0.959
SKU-102809,Toys,14.98,175.66,1.79,0.972
SKU-102810,Toys,22.32,198.29,0.86,0.968
SKU-102811,Beauty,61.85,78.7,0.76,0.931
SKU-102812,Electronics,112.48,134.55,0.33,0.966
SKU-102813,Home,118.88,33.69,0.21,0.975
SKU-102814,Electronics,82.88,157.93,0.66,0.952
SKU-102815,Kitchen,40.39,32.87,0.64,0.972
SKU-102816,Electronics,96.37,130.18,0.12,0.949
SKU-102817,Electronics,47.52,108.9,0.08,0.975
SKU-102818,Pet,68.29,97.95,0.38,0.978
SKU-102819,Kitchen,38.64,161.51,0.29,0.933
SKU-102820,Kitchen,30.06,129.52,0.22,0.931
SKU-102821,Toys,119.1,158.8,0.61,0.973
SKU-102822,Pet,39.01,44.01,0.77,0.983
SKU-102823,Electronics,54.03,86.74,0.58,0.976
SKU-102824,Pet,119.39,197.26,0.68,0.987
SKU-102825,Home,85.74,189.02,1.49,0.954
SKU-102826,Electronics,50.98,190.65,0.55,0.959
SKU-102827,Toys,14.98,175.66,1.79,0.972
SKU-102828,Toys,22.32,198.29,0.86,0.968
SKU-102829,Beauty,61.85,78.7,0.76,0.931
SKU-102830,Electronics,112.48,134.55,0.33,0.966
SKU-102831,Home,118.88,33.69,0.21,0.975
SKU-102832,Electronics,82.88,157.93,0.66,0.952
SKU-102833,Kitchen,40.39,32.87,0.64,0.972
SKU-102834,Electronics,96.37,130.18,0.12,0.949
SKU-102835,Electronics,47.52,108.9,0.08,0.975
SKU-102836,Pet,68.29,97.95,0.38,0.978
SKU-102837,Kitchen,38.64,161.51,0.29,0.933
SKU-102838,Kitchen,30.06,129.52,0.22,0.931
SKU-102839,Toys,119.1,158.8,0.61,0.973
SKU-102840,Pet,39.01,44.01,0.77,0.983
SKU-102841,Electronics,54.03,86.74,0.58,0.976
SKU-102842,Pet,119.39,197.26,0.68,0.987
SKU-102843,Home,85.74,189.02,1.49,0.954
SKU-102844,Electronics,50.98,190.65,0.55,0.959
SKU-102845,Toys,14.98,175.66,1.79,0.972
SKU-102846,Toys,22.32,198.29,0.86,0.968
SKU-102847,Beauty,61.85,78.7,0.76,0.931
SKU-102848,Electronics,112.48,134.55,0.33,0.966
SKU-102849,Home,118.88,33.69,0.21,0.975
SKU-102850,Electronics,82.88,157.93,0.66,0.952
SKU-102851,Kitchen,40.39,32.87,0.64,0.972
SKU-102852,Electronics,96.37,130.18,0.12,0.949
SKU-102853,Electronics,47.52,108.9,0.08,0.975
SKU-102854,Pet,68.29,97.95,0.38,0.978
SKU-102855,Kitchen,38.64,161.51,0.29,0.933
SKU-102856,Kitchen,30.06,129.52,0.22,0.931
SKU-102857,Toys,119.1,158.8,0.61,0.973
SKU-102858,Pet,39.01,44.01,0.77,0.983
SKU-102859,Electronics,54.03,86.74,0.58,0.976
SKU-102860,Pet,119.39,197.26,0.68,0.987
SKU-102861,Home,85.74,189.02,1.49,0.954
SKU-102862,Electronics,50.98,190.65,0.55,0.959
SKU-102863,Toys,14.98,175.66,1.79,0.972
SKU-102864,Toys,22.32,198.29,0.86,0.968
SKU-102865,Beauty,61.85,78.7,0.76,0.931
SKU-102866,Electronics,112.48,134.55,0.33,0.966
SKU-102867,Home,118.88,33.69,0.21,0.975
SKU-102868,Electronics,82.88,157.93,0.66,0.952
SKU-102869,Kitchen,40.39,32.87,0.64,0.972
SKU-102870,Electronics,96.37,130.18,0.12,0.949
SKU-102871,Electronics,47.52,108.9,0.08,0.975
SKU-102872,Pet,68.29,97.95,0.38,0.978
SKU-102873,Kitchen,38.64,161.51,0.29,0.933
SKU-102874,Kitchen,30.06,129.52,0.22,0.931
SKU-102875,Toys,119.1,158.8,0.61,0.973
SKU-102876,Pet,39.01,44.01,0.77,0.983
SKU-102877,Electronics,54.03,86.74,0.58,0.976
SKU-102878,Pet,119.39,197.26,0.68,0.987
SKU-102879,Home,85.74,189.02,1.49,0.954
SKU-102880,Electronics,50.98,190.65,0.55,0.959
SKU-102881,Toys,14.98,175.66,1.79,0.972
SKU-102882,Toys,22.32,198.29,0.86,0.968
SKU-102883,Beauty,61.85,78.7,0.76,0.931
SKU-102884,Electronics,112.48,134.55,0.33,0.966
SKU-102885,Home,118.88,33.69,0.21,0.975
SKU-102886,Electronics,82.88,157.93,0.66,0.952
SKU-102887,Kitchen,40.39,32.87,0.64,0.972
SKU-102888,Electronics,96.37,130.18,0.12,0.949
SKU-102889,Electronics,47.52,108.9,0.08,0.975
SKU-102890,Pet,68.29,97.95,0.38,0.978
SKU-102891,Kitchen,38.64,161.51,0.29,0.933
SKU-102892,Kitchen,30.06,129.52,0.22,0.931
SKU-102893,Toys,119.1,158.8,0.61,0.973
SKU-102894,Pet,39.01,44.01,0.77,0.983
SKU-102895,Electronics,54.03,86.74,0.58,0.976
SKU-102896,Pet,119.39,197.26,0.68,0.987
SKU-102897,Home,85.74,189.02,1.49,0.954
SKU-102898,Electronics,50.98,190.65,0.55,0.959
SKU-102899,Toys,14.98,175.66,1.79,0.972
SKU-102900,Toys,22.32,198.29,0.86,0.968
SKU-102901,Beauty,61.85,78.7,0.76,0.931
SKU-102902,Electronics,112.48,134.55,0.33,0.966
SKU-102903,Home,118.88,33.69,0.21,0.975
SKU-102904,Electronics,82.88,157.93,0.66,0.952
SKU-102905,Kitchen,40.39,32.87,0.64,0.972
SKU-102906,Electronics,96.37,130.18,0.12,0.949
SKU-102907,Electronics,47.52,108.9,0.08,0.975
SKU-102908,Pet,68.29,97.95,0.38,0.978
SKU-102909,Kitchen,38.64,161.51,0.29,0.933
SKU-102910,Kitchen,30.06,129.52,0.22,0.931
SKU-102911,Toys,119.1,158.8,0.61,0.973
SKU-102912,Pet,39.01,44.01,0.77,0.983
SKU-102913,Electronics,54.03,86.74,0.58,0.976
SKU-102914,Pet,119.39,197.26,0.68,0.987
SKU-102915,Home,85.74,189.02,1.49,0.954
SKU-102916,Electronics,50.98,190.65,0.55,0.959
SKU-102917,Toys,14.98,175.66,1.79,0.972
SKU-102918,Toys,22.32,198.29,0.86,0.968
SKU-102919,Beauty,61.85,78.7,0.76,0.931
SKU-102920,Electronics,112.48,134.55,0.33,0.966
SKU-102921,Home,118.88,33.69,0.21,0.975
SKU-102922,Electronics,82.88,157.93,0.66,0.952
SKU-102923,Kitchen,40.39,32.87,0.64,0.972
SKU-102924,Electronics,96.37,130.18,0.12,0.949
SKU-102925,Electronics,47.52,108.9,0.08,0.975
SKU-102926,Pet,68.29,97.95,0.38,0.978
SKU-102927,Kitchen,38.64,161.51,0.29,0.933
SKU-102928,Kitchen,30.06,129.52,0.22,0.931
SKU-102929,Toys,119.1,158.8,0.61,0.973
SKU-102930,Pet,39.01,44.01,0.77,0.983
SKU-102931,Electronics,54.03,86.74,0.58,0.976
SKU-102932,Pet,119.39,197.26,0.68,0.987
SKU-102933,Home,85.74,189.02,1.49,0.954
SKU-102934,Electronics,50.98,190.65,0.55,0.959
SKU-102935,Toys,14.98,175.66,1.79,0.972
SKU-102936,Toys,22.32,198.29,0.86,0.968
SKU-102937,Beauty,61.85,78.7,0.76,0.931
SKU-102938,Electronics,112.48,134.55,0.33,0.966
SKU-102939,Home,118.88,33.69,0.21,0.975
SKU-102940,Electronics,82.88,157.93,0.66,0.952
SKU-102941,Kitchen,40.39,32.87,0.64,0.972
SKU-102942,Electronics,96.37,130.18,0.12,0.949
SKU-102943,Electronics,47.52,108.9,0.08,0.975
SKU-102944,Pet,68.29,97.95,0.38,0.978
SKU-102945,Kitchen,38.64,161.51,0.29,0.933
SKU-102946,Kitchen,30.06,129.52,0.22,0.931
SKU-102947,Toys,119.1,158.8,0.61,0.973
SKU-102948,Pet,39.01,44.01,0.77,0.983
