week,sku_id,region,units_ordered,week_raw
2025-03-03,SKU-104524,East,175,2025-03-09
2025-03-03,SKU-104525,North,171,2025-03-09
2025-03-03,SKU-104526,South,157,2025-03-09
2025-03-03,SKU-104527,West,177,2025-03-09
2025-03-03,SKU-104528,East,338,2025-03-09
2025-03-03,SKU-104529,North,315,2025-03-09
2025-03-03,SKU-104530,South,284,2025-03-09
2025-03-03,SKU-104531,West,280,2025-03-09
2025-03-03,SKU-104532,East,297,2025-03-09
2025-03-03,SKU-104533,North,303,2025-03-09
2025-03-03,SKU-104534,South,228,2025-03-09
2025-03-03,SKU-104535,West,310,2025-03-09
2025-03-10,SKU-101848,East,350,2025-03-10
2025-03-10,SKU-101849,North,322,2025-03-10
2025-03-10,SKU-101850,South,243,2025-03-10
2025-03-10,SKU-101851,West,309,2025-03-10
2025-03-10,SKU-101852,East,419,2025-03-10
2025-03-10,SKU-101853,North,391,2025-03-10
2025-03-10,SKU-101854,South,397,2025-03-10
2025-03-10,SKU-101855,West,471,2025-03-10
2025-03-10,SKU-101856,East,413,2025-03-10
2025-03-10,SKU-101857,North,458,2025-03-10
2025-03-10,SKU-101858,South,392,2025-03-10
2025-03-10,SKU-101859,West,432,2025-03-10
2025-03-10,SKU-101860,East,258,2025-03-10
2025-03-10,SKU-101861,North,243,2025-03-10
2025-03-10,SKU-101862,South,196,2025-03-10
2025-03-10,SKU-101863,West,224,2025-03-10
2025-03-10,SKU-101864,East,413,2025-03-10
2025-03-10,SKU-101865,North,436,2025-03-10
2025-03-10,SKU-101866,South,370,2025-03-10
2025-03-10,SKU-101867,West,422,2025-03-10
2025-03-10,SKU-101868,East,402,2025-03-10
2025-03-10,SKU-101869,North,333,2025-03-10
2025-03-10,SKU-101870,South,326,2025-03-10
2025-03-10,SKU-101871,West,354,2025-03-10
2025-03-17,SKU-101872,East,221,2025-03-18
2025-03-17,SKU-101873,North,233,2025-03-18
2025-03-17,SKU-101874,South,171,2025-03-18
2025-03-17,SKU-101875,West,192,2025-03-18
2025-03-17,SKU-101876,East,402,2025-03-18
2025-03-17,SKU-101877,North,396,2025-03-18
2025-03-17,SKU-101878,South,324,2025-03-18
2025-03-17,SKU-101879,West,360,2025-03-18
2025-03-17,SKU-101880,East,409,2025-03-18
2025-03-17,SKU-101881,North,386,2025-03-18
2025-03-17,SKU-101882,South,364,2025-03-18
2025-03-17,SKU-101883,West,391,2025-03-18
2025-03-17,SKU-101884,East,467,2025-03-18
2025-03-17,SKU-101885,North,438,2025-03-18
2025-03-17,SKU-101886,South,379,2025-03-18
2025-03-17,SKU-101887,West,436,2025-03-18
2025-03-17,SKU-101888,East,253,2025-03-18
2025-03-17,SKU-101889,North,230,2025-03-18
2025-03-17,SKU-101890,South,209,2025-03-18
2025-03-17,SKU-101891,West,228,2025-03-18
2025-03-17,SKU-101892,East,346,2025-03-18
2025-03-17,SKU-101893,North,350,2025-03-18
2025-03-17,SKU-101894,South,294,2025-03-18
2025-03-17,SKU-101895,West,310,2025-03-18
2025-03-17,SKU-101896,East,206,2025-03-19
2025-03-17,SKU-101897,North,219,2025-03-19
2025-03-17,SKU-101898,South,170,2025-03-19
2025-03-17,SKU-101899,West,210,2025-03-19
2025-03-17,SKU-101900,East,336,2025-03-19
2025-03-17,SKU-101901,North,302,2025-03-19
2025-03-17,SKU-101902,South,271,2025-03-19
2025-03-17,SKU-101903,West,255,2025-03-19
2025-03-17,SKU-101904,East,236,2025-03-19
2025-03-17,SKU-101905,North,205,2025-03-19
2025-03-17,SKU-101906,South,194,2025-03-19
2025-03-17,SKU-101907,West,216,2025-03-19
2025-03-17,SKU-101908,East,227,2025-03-19
2025-03-17,SKU-101909,North,234,2025-03-19
2025-03-17,SKU-101910,South,159,2025-03-19
2025-03-17,SKU-101911,West,201,2025-03-19
2025-03-17,SKU-101912,East,468,2025-03-19
2025-03-17,SKU-101913,North,364,2025-03-19
2025-03-17,SKU-101914,South,347,2025-03-19
2025-03-17,SKU-101915,West,394,2025-03-19
2025-03-17,SKU-101916,East,266,2025-03-19
2025-03-17,SKU-101917,North,309,2025-03-19
2025-03-17,SKU-101918,South,270,2025-03-19
2025-03-17,SKU-101919,West,266,2025-03-19
2025-03-17,SKU-101920,East,338,2025-03-20
2025-03-17,SKU-101921,North,279,2025-03-20
2025-03-17,SKU-101922,South,234,2025-03-20
2025-03-17,SKU-101923,West,280,2025-03-20
2025-03-17,SKU-101924,East,381,2025-03-20
2025-03-17,SKU-101925,North,376,2025-03-20
2025-03-17,SKU-101926,South,347,2025-03-20
2025-03-17,SKU-101927,West,377,2025-03-20
2025-03-17,SKU-101928,East,444,2025-03-20
2025-03-17,SKU-101929,North,406,2025-03-20
2025-03-17,SKU-101930,South,336,2025-03-20
2025-03-17,SKU-101931,West,342,2025-03-20
2025-03-17,SKU-101932,East,199,2025-03-20
2025-03-17,SKU-101933,North,205,2025-03-20
2025-03-17,SKU-101934,South,196,2025-03-20
2025-03-17,SKU-101935,West,202,2025-03-20
2025-03-17,SKU-101936,East,444,2025-03-20
2025-03-17,SKU-101937,North,447,2025-03-20
2025-03-17,SKU-101938,South,325,2025-03-20
2025-03-17,SKU-101939,West,358,2025-03-20
2025-03-17,SKU-101940,East,342,2025-03-20
2025-03-17,SKU-101941,North,330,2025-03-20
2025-03-17,SKU-101942,South,281,2025-03-20
2025-03-17,SKU-101943,West,334,2025-03-20
2025-03-17,SKU-104536,East,213,2025-03-17
2025-03-17,SKU-104537,North,160,2025-03-17
2025-03-17,SKU-104538,South,167,2025-03-17
2025-03-17,SKU-104539,West,149,2025-03-17
2025-03-17,SKU-104540,East,295,2025-03-17
2025-03-17,SKU-104541,North,356,2025-03-17
2025-03-17,SKU-104542,South,236,2025-03-17
2025-03-17,SKU-104543,West,300,2025-03-17
2025-03-17,SKU-104544,East,320,2025-03-17
2025-03-17,SKU-104545,North,309,2025-03-17
2025-03-17,SKU-104546,South,256,2025-03-17
2025-03-17,SKU-104547,West,287,2025-03-17
2025-03-17,SKU-104548,East,396,2025-03-17
2025-03-17,SKU-104549,North,327,2025-03-17
2025-03-17,SKU-104550,South,291,2025-03-17
2025-03-17,SKU-104551,West,359,2025-03-17
2025-03-17,SKU-104552,East,190,2025-03-17
2025-03-17,SKU-104553,North,186,2025-03-17
2025-03-17,SKU-104554,South,163,2025-03-17
2025-03-17,SKU-104555,West,165,2025-03-17
2025-03-17,SKU-104556,East,265,2025-03-17
2025-03-17,SKU-104557,North,301,2025-03-17
2025-03-17,SKU-104558,South,255,2025-03-17
2025-03-17,SKU-104559,West,294,2025-03-17
2025-03-17,SKU-104560,East,197,2025-03-18
2025-03-17,SKU-104561,North,191,2025-03-18
2025-03-17,SKU-104562,South,157,2025-03-18
2025-03-17,SKU-104563,West,147,2025-03-18
2025-03-17,SKU-104564,East,218,2025-03-18
2025-03-17,SKU-104565,North,252,2025-03-18
2025-03-17,SKU-104566,South,191,2025-03-18
2025-03-17,SKU-104567,West,230,2025-03-18
2025-03-17,SKU-104568,East,191,2025-03-18
2025-03-17,SKU-104569,North,193,2025-03-18
2025-03-17,SKU-104570,South,145,2025-03-18
2025-03-17,SKU-104571,West,164,2025-03-18
2025-03-17,SKU-104572,East,165,2025-03-18
2025-03-17,SKU-104573,North,190,2025-03-18
2025-03-17,SKU-104574,South,152,2025-03-18
2025-03-17,SKU-104575,West,171,2025-03-18
2025-03-17,SKU-104576,East,327,2025-03-18
2025-03-17,SKU-104577,North,336,2025-03-18
2025-03-17,SKU-104578,South,312,2025-03-18
2025-03-17,SKU-104579,West,289,2025-03-18
2025-03-17,SKU-104580,East,241,2025-03-18
2025-03-17,SKU-104581,North,239,2025-03-18
2025-03-17,SKU-104582,South,202,2025-03-18
2025-03-17,SKU-104583,West,205,2025-03-18
2025-03-17,SKU-104584,East,257,2025-03-19
2025-03-17,SKU-104585,North,213,2025-03-19
2025-03-17,SKU-104586,South,231,2025-03-19
2025-03-17,SKU-104587,West,244,2025-03-19
2025-03-17,SKU-104588,East,313,2025-03-19
2025-03-17,SKU-104589,North,298,2025-03-19
2025-03-17,SKU-104590,South,267,2025-03-19
2025-03-17,SKU-104591,West,287,2025-03-19
2025-03-17,SKU-104592,East,360,2025-03-19
2025-03-17,SKU-104593,North,332,2025-03-19
2025-03-17,SKU-104594,South,308,2025-03-19
2025-03-17,SKU-104595,West,296,2025-03-19
2025-03-17,SKU-104596,East,181,2025-03-19
2025-03-17,SKU-104597,North,185,2025-03-19
2025-03-17,SKU-104598,South,154,2025-03-19
2025-03-17,SKU-104599,West,164,2025-03-19
2025-03-17,SKU-104600,East,351,2025-03-19
2025-03-17,SKU-104601,North,306,2025-03-19
2025-03-17,SKU-104602,South,276,2025-03-19
2025-03-17,SKU-104603,West,326,2025-03-19
2025-03-17,SKU-104604,East,287,2025-03-19
2025-03-17,SKU-104605,North,290,2025-03-19
2025-03-17,SKU-104606,South,246,2025-03-19
2025-03-17,SKU-104607,West,247,2025-03-19
2025-03-24,SKU-101944,East,250,2025-03-28
2025-03-24,SKU-101945,North,214,2025-03-28
2025-03-24,SKU-101946,South,178,2025-03-28
2025-03-24,SKU-101947,West,200,2025-03-28
2025-03-24,SKU-101948,East,408,2025-03-28
2025-03-24,SKU-101949,North,377,2025-03-28
2025-03-24,SKU-101950,South,347,2025-03-28
2025-03-24,SKU-101951,West,364,2025-03-28
2025-03-24,SKU-101952,East,411,2025-03-28
2025-03-24,SKU-101953,North,398,2025-03-28
2025-03-24,SKU-101954,South,356,2025-03-28
2025-03-24,SKU-101955,West,363,2025-03-28
2025-03-24,SKU-101956,East,487,2025-03-28
2025-03-24,SKU-101957,North,453,2025-03-28
2025-03-24,SKU-101958,South,391,2025-03-28
2025-03-24,SKU-101959,West,362,2025-03-28
2025-03-24,SKU-101960,East,219,2025-03-28
2025-03-24,SKU-101961,North,217,2025-03-28
2025-03-24,SKU-101962,South,187,2025-03-28
2025-03-24,SKU-101963,West,188,2025-03-28
2025-03-24,SKU-101964,East,375,2025-03-28
2025-03-24,SKU-101965,North,329,2025-03-28
2025-03-24,SKU-101966,South,258,2025-03-28
2025-03-24,SKU-101967,West,318,2025-03-28
2025-03-24,SKU-101968,East,213,2025-03-29
2025-03-24,SKU-101969,North,228,2025-03-29
2025-03-24,SKU-101970,South,199,2025-03-29
2025-03-24,SKU-101971,West,214,2025-03-29
2025-03-24,SKU-101972,East,327,2025-03-29
2025-03-24,SKU-101973,North,299,2025-03-29
2025-03-24,SKU-101974,South,255,2025-03-29
2025-03-24,SKU-101975,West,275,2025-03-29
2025-03-24,SKU-101976,East,231,2025-03-29
2025-03-24,SKU-101977,North,239,2025-03-29
2025-03-24,SKU-101978,South,191,2025-03-29
2025-03-24,SKU-101979,West,202,2025-03-29
2025-03-24,SKU-101980,East,209,2025-03-29
2025-03-24,SKU-101981,North,228,2025-03-29
2025-03-24,SKU-101982,South,188,2025-03-29
2025-03-24,SKU-101983,West,206,2025-03-29
2025-03-24,SKU-101984,East,424,2025-03-29
2025-03-24,SKU-101985,North,389,2025-03-29
2025-03-24,SKU-101986,South,358,2025-03-29
2025-03-24,SKU-101987,West,327,2025-03-29
2025-03-24,SKU-101988,East,258,2025-03-29
2025-03-24,SKU-101989,North,251,2025-03-29
2025-03-24,SKU-101990,South,269,2025-03-29
2025-03-24,SKU-101991,West,268,2025-03-29
2025-03-24,SKU-101992,East,302,2025-03-30
2025-03-24,SKU-101993,North,322,2025-03-30
2025-03-24,SKU-101994,South,259,2025-03-30
2025-03-24,SKU-101995,West,282,2025-03-30
2025-03-24,SKU-101996,East,400,2025-03-30
2025-03-24,SKU-101997,North,408,2025-03-30
2025-03-24,SKU-101998,South,336,2025-03-30
2025-03-24,SKU-101999,West,363,2025-03-30
2025-03-24,SKU-102000,East,401,2025-03-30
2025-03-24,SKU-102001,North,375,2025-03-30
2025-03-24,SKU-102002,South,360,2025-03-30
2025-03-24,SKU-102003,West,367,2025-03-30
2025-03-24,SKU-102004,East,228,2025-03-30
2025-03-24,SKU-102005,North,204,2025-03-30
2025-03-24,SKU-102006,South,190,2025-03-30
2025-03-24,SKU-102007,West,205,2025-03-30
2025-03-24,SKU-102008,East,452,2025-03-30
2025-03-24,SKU-102009,North,412,2025-03-30
2025-03-24,SKU-102010,South,351,2025-03-30
2025-03-24,SKU-102011,West,434,2025-03-30
2025-03-24,SKU-102012,East,323,2025-03-30
2025-03-24,SKU-102013,North,326,2025-03-30
2025-03-24,SKU-102014,South,315,2025-03-30
2025-03-24,SKU-102015,West,317,2025-03-30
2025-03-24,SKU-104608,East,171,2025-03-27
2025-03-24,SKU-104609,North,162,2025-03-27
2025-03-24,SKU-104610,South,140,2025-03-27
2025-03-24,SKU-104611,West,155,2025-03-27
2025-03-24,SKU-104612,East,316,2025-03-27
2025-03-24,SKU-104613,North,323,2025-03-27
2025-03-24,SKU-104614,South,273,2025-03-27
2025-03-24,SKU-104615,West,294,2025-03-27
2025-03-24,SKU-104616,East,316,2025-03-27
2025-03-24,SKU-104617,North,298,2025-03-27
2025-03-24,SKU-104618,South,280,2025-03-27
2025-03-24,SKU-104619,West,295,2025-03-27
2025-03-24,SKU-104620,East,403,2025-03-27
2025-03-24,SKU-104621,North,352,2025-03-27
2025-03-24,SKU-104622,South,314,2025-03-27
2025-03-24,SKU-104623,West,339,2025-03-27
2025-03-24,SKU-104624,East,179,2025-03-27
2025-03-24,SKU-104625,North,184,2025-03-27
2025-03-24,SKU-104626,South,145,2025-03-27
2025-03-24,SKU-104627,West,195,2025-03-27
2025-03-24,SKU-104628,East,301,2025-03-27
2025-03-24,SKU-104629,North,265,2025-03-27
2025-03-24,SKU-104630,South,228,2025-03-27
2025-03-24,SKU-104631,West,256,2025-03-27
2025-03-24,SKU-104632,East,186,2025-03-28
2025-03-24,SKU-104633,North,202,2025-03-28
2025-03-24,SKU-104634,South,154,2025-03-28
2025-03-24,SKU-104635,West,175,2025-03-28
2025-03-24,SKU-104636,East,252,2025-03-28
2025-03-24,SKU-104637,North,255,2025-03-28
2025-03-24,SKU-104638,South,194,2025-03-28
2025-03-24,SKU-104639,West,239,2025-03-28
2025-03-24,SKU-104640,East,198,2025-03-28
2025-03-24,SKU-104641,North,184,2025-03-28
2025-03-24,SKU-104642,South,148,2025-03-28
2025-03-24,SKU-104643,West,170,2025-03-28
2025-03-24,SKU-104644,East,184,2025-03-28
2025-03-24,SKU-104645,North,173,2025-03-28
2025-03-24,SKU-104646,South,160,2025-03-28
2025-03-24,SKU-104647,West,169,2025-03-28
2025-03-24,SKU-104648,East,343,2025-03-28
2025-03-24,SKU-104649,North,340,2025-03-28
2025-03-24,SKU-104650,South,288,2025-03-28
2025-03-24,SKU-104651,West,310,2025-03-28
2025-03-24,SKU-104652,East,253,2025-03-28
2025-03-24,SKU-104653,North,255,2025-03-28
2025-03-24,SKU-104654,South,221,2025-03-28
2025-03-24,SKU-104655,West,218,2025-03-28
2025-03-24,SKU-104656,East,246,2025-03-29
2025-03-24,SKU-104657,North,240,2025-03-29
2025-03-24,SKU-104658,South,215,2025-03-29
2025-03-24,SKU-104659,West,245,2025-03-29
2025-03-24,SKU-104660,East,351,2025-03-29
2025-03-24,SKU-104661,North,306,2025-03-29
2025-03-24,SKU-104662,South,282,2025-03-29
2025-03-24,SKU-104663,West,283,2025-03-29
2025-03-24,SKU-104664,East,340,2025-03-29
2025-03-24,SKU-104665,North,335,2025-03-29
2025-03-24,SKU-104666,South,306,2025-03-29
2025-03-24,SKU-104667,West,325,2025-03-29
2025-03-24,SKU-104668,East,183,2025-03-29
2025-03-24,SKU-104669,North,169,2025-03-29
2025-03-24,SKU-104670,South,139,2025-03-29
2025-03-24,SKU-104671,West,167,2025-03-29
2025-03-24,SKU-104672,East,373,2025-03-29
2025-03-24,SKU-104673,North,358,2025-03-29
2025-03-24,SKU-104674,South,291,2025-03-29
2025-03-24,SKU-104675,West,301,2025-03-29
2025-03-24,SKU-104676,East,287,2025-03-29
2025-03-24,SKU-104677,North,297,2025-03-29
2025-03-24,SKU-104678,South,235,2025-03-29
2025-03-24,SKU-104679,West,241,2025-03-29
2025-03-31,SKU-104680,East,187,2025-04-06
2025-03-31,SKU-104681,North,177,2025-04-06
2025-03-31,SKU-104682,South,151,2025-04-06
2025-03-31,SKU-104683,West,178,2025-04-06
2025-03-31,SKU-104684,East,310,2025-04-06
2025-03-31,SKU-104685,North,300,2025-04-06
2025-03-31,SKU-104686,South,252,2025-04-06
2025-03-31,SKU-104687,West,317,2025-04-06
2025-03-31,SKU-104688,East,298,2025-04-06
2025-03-31,SKU-104689,North,333,2025-04-06
2025-03-31,SKU-104690,South,283,2025-04-06
2025-03-31,SKU-104691,West,286,2025-04-06
2025-03-31,SKU-104692,East,417,2025-04-06
2025-03-31,SKU-104693,North,358,2025-04-06
2025-03-31,SKU-104694,South,299,2025-04-06
2025-03-31,SKU-104695,West,365,2025-04-06
2025-03-31,SKU-104696,East,181,2025-04-06
2025-03-31,SKU-104697,North,188,2025-04-06
2025-03-31,SKU-104698,South,147,2025-04-06
2025-03-31,SKU-104699,West,171,2025-04-06
2025-03-31,SKU-104700,East,277,2025-04-06
2025-03-31,SKU-104701,North,268,2025-04-06
2025-03-31,SKU-104702,South,255,2025-04-06
2025-03-31,SKU-104703,West,243,2025-04-06
2025-04-07,SKU-102016,East,226,2025-04-07
2025-04-07,SKU-102017,North,209,2025-04-07
2025-04-07,SKU-102018,South,201,2025-04-07
2025-04-07,SKU-102019,West,206,2025-04-07
2025-04-07,SKU-102020,East,415,2025-04-07
2025-04-07,SKU-102021,North,375,2025-04-07
2025-04-07,SKU-102022,South,380,2025-04-07
2025-04-07,SKU-102023,West,393,2025-04-07
2025-04-07,SKU-102024,East,446,2025-04-07
2025-04-07,SKU-102025,North,387,2025-04-07
2025-04-07,SKU-102026,South,330,2025-04-07
2025-04-07,SKU-102027,West,369,2025-04-07
2025-04-07,SKU-102028,East,432,2025-04-07
2025-04-07,SKU-102029,North,445,2025-04-07
2025-04-07,SKU-102030,South,388,2025-04-07
2025-04-07,SKU-102031,West,425,2025-04-07
2025-04-07,SKU-102032,East,232,2025-04-07
2025-04-07,SKU-102033,North,240,2025-04-07
2025-04-07,SKU-102034,South,194,2025-04-07
2025-04-07,SKU-102035,West,204,2025-04-07
2025-04-07,SKU-102036,East,327,2025-04-07
2025-04-07,SKU-102037,North,347,2025-04-07
2025-04-07,SKU-102038,South,314,2025-04-07
2025-04-07,SKU-102039,West,334,2025-04-07
2025-04-07,SKU-102040,East,237,2025-04-08
2025-04-07,SKU-102041,North,202,2025-04-08
2025-04-07,SKU-102042,South,201,2025-04-08
2025-04-07,SKU-102043,West,226,2025-04-08
2025-04-07,SKU-102044,East,309,2025-04-08
2025-04-07,SKU-102045,North,282,2025-04-08
2025-04-07,SKU-102046,South,250,2025-04-08
2025-04-07,SKU-102047,West,262,2025-04-08
2025-04-07,SKU-102048,East,223,2025-04-08
2025-04-07,SKU-102049,North,215,2025-04-08
2025-04-07,SKU-102050,South,189,2025-04-08
2025-04-07,SKU-102051,West,220,2025-04-08
2025-04-07,SKU-102052,East,213,2025-04-08
2025-04-07,SKU-102053,North,223,2025-04-08
2025-04-07,SKU-102054,South,188,2025-04-08
2025-04-07,SKU-102055,West,192,2025-04-08
2025-04-07,SKU-102056,East,408,2025-04-08
2025-04-07,SKU-102057,North,383,2025-04-08
2025-04-07,SKU-102058,South,349,2025-04-08
2025-04-07,SKU-102059,West,364,2025-04-08
2025-04-07,SKU-102060,East,288,2025-04-08
2025-04-07,SKU-102061,North,321,2025-04-08
2025-04-07,SKU-102062,South,244,2025-04-08
2025-04-07,SKU-102063,West,285,2025-04-08
2025-04-07,SKU-102064,East,294,2025-04-09
2025-04-07,SKU-102065,North,298,2025-04-09
2025-04-07,SKU-102066,South,268,2025-04-09
2025-04-07,SKU-102067,West,274,2025-04-09
2025-04-07,SKU-102068,East,406,2025-04-09
2025-04-07,SKU-102069,North,371,2025-04-09
2025-04-07,SKU-102070,South,372,2025-04-09
2025-04-07,SKU-102071,West,367,2025-04-09
2025-04-07,SKU-102072,East,418,2025-04-09
2025-04-07,SKU-102073,North,391,2025-04-09
2025-04-07,SKU-102074,South,381,2025-04-09
2025-04-07,SKU-102075,West,337,2025-04-09
2025-04-07,SKU-102076,East,245,2025-04-09
2025-04-07,SKU-102077,North,216,2025-04-09
2025-04-07,SKU-102078,South,181,2025-04-09
2025-04-07,SKU-102079,West,210,2025-04-09
2025-04-07,SKU-102080,East,402,2025-04-09
2025-04-07,SKU-102081,North,390,2025-04-09
2025-04-07,SKU-102082,South,376,2025-04-09
2025-04-07,SKU-102083,West,332,2025-04-09
2025-04-07,SKU-102084,East,300,2025-04-09
2025-04-07,SKU-102085,North,366,2025-04-09
2025-04-07,SKU-102086,South,304,2025-04-09
2025-04-07,SKU-102087,West,322,2025-04-09
2025-04-07,SKU-104704,East,175,2025-04-07
2025-04-07,SKU-104705,North,170,2025-04-07
2025-04-07,SKU-104706,South,161,2025-04-07
2025-04-07,SKU-104707,West,163,2025-04-07
2025-04-07,SKU-104708,East,248,2025-04-07
2025-04-07,SKU-104709,North,219,2025-04-07
2025-04-07,SKU-104710,South,217,2025-04-07
2025-04-07,SKU-104711,West,224,2025-04-07
2025-04-07,SKU-104712,East,188,2025-04-07
2025-04-07,SKU-104713,North,187,2025-04-07
2025-04-07,SKU-104714,South,179,2025-04-07
2025-04-07,SKU-104715,West,188,2025-04-07
2025-04-07,SKU-104716,East,165,2025-04-07
2025-04-07,SKU-104717,North,185,2025-04-07
2025-04-07,SKU-104718,South,169,2025-04-07
2025-04-07,SKU-104719,West,176,2025-04-07
2025-04-07,SKU-104720,East,336,2025-04-07
2025-04-07,SKU-104721,North,325,2025-04-07
2025-04-07,SKU-104722,South,292,2025-04-07
2025-04-07,SKU-104723,West,287,2025-04-07
2025-04-07,SKU-104724,East,258,2025-04-07
2025-04-07,SKU-104725,North,249,2025-04-07
2025-04-07,SKU-104726,South,214,2025-04-07
2025-04-07,SKU-104727,West,207,2025-04-07
2025-04-07,SKU-104728,East,243,2025-04-08
2025-04-07,SKU-104729,North,261,2025-04-08
2025-04-07,SKU-104730,South,192,2025-04-08
2025-04-07,SKU-104731,West,223,2025-04-08
2025-04-07,SKU-104732,East,349,2025-04-08
2025-04-07,SKU-104733,North,301,2025-04-08
2025-04-07,SKU-104734,South,277,2025-04-08
2025-04-07,SKU-104735,West,312,2025-04-08
2025-04-07,SKU-104736,East,321,2025-04-08
2025-04-07,SKU-104737,North,326,2025-04-08
2025-04-07,SKU-104738,South,273,2025-04-08
2025-04-07,SKU-104739,West,308,2025-04-08
2025-04-07,SKU-104740,East,173,2025-04-08
2025-04-07,SKU-104741,North,189,2025-04-08
2025-04-07,SKU-104742,South,150,2025-04-08
2025-04-07,SKU-104743,West,178,2025-04-08
2025-04-07,SKU-104744,East,371,2025-04-08
2025-04-07,SKU-104745,North,324,2025-04-08
2025-04-07,SKU-104746,South,271,2025-04-08
2025-04-07,SKU-104747,West,307,2025-04-08
2025-04-07,SKU-104748,East,285,2025-04-08
2025-04-07,SKU-104749,North,272,2025-04-08
2025-04-07,SKU-104750,South,245,2025-04-08
2025-04-07,SKU-104751,West,271,2025-04-08
2025-04-14,SKU-102088,East,225,2025-04-17
2025-04-14,SKU-102089,North,211,2025-04-17
2025-04-14,SKU-102090,South,198,2025-04-17
2025-04-14,SKU-102091,West,209,2025-04-17
2025-04-14,SKU-102092,East,426,2025-04-17
2025-04-14,SKU-102093,North,374,2025-04-17
2025-04-14,SKU-102094,South,349,2025-04-17
2025-04-14,SKU-102095,West,330,2025-04-17
2025-04-14,SKU-102096,East,388,2025-04-17
2025-04-14,SKU-102097,North,387,2025-04-17
2025-04-14,SKU-102098,South,355,2025-04-17
2025-04-14,SKU-102099,West,338,2025-04-17
2025-04-14,SKU-102100,East,476,2025-04-17
2025-04-14,SKU-102101,North,434,2025-04-17
2025-04-14,SKU-102102,South,366,2025-04-17
2025-04-14,SKU-102103,West,453,2025-04-17
2025-04-14,SKU-102104,East,242,2025-04-17
2025-04-14,SKU-102105,North,246,2025-04-17
2025-04-14,SKU-102106,South,205,2025-04-17
2025-04-14,SKU-102107,West,203,2025-04-17
2025-04-14,SKU-102108,East,374,2025-04-17
2025-04-14,SKU-102109,North,318,2025-04-17
2025-04-14,SKU-102110,South,304,2025-04-17
2025-04-14,SKU-102111,West,297,2025-04-17
2025-04-14,SKU-102112,East,222,2025-04-18
2025-04-14,SKU-102113,North,236,2025-04-18
2025-04-14,SKU-102114,South,209,2025-04-18
2025-04-14,SKU-102115,West,202,2025-04-18
2025-04-14,SKU-102116,East,269,2025-04-18
2025-04-14,SKU-102117,North,307,2025-04-18
2025-04-14,SKU-102118,South,260,2025-04-18
2025-04-14,SKU-102119,West,256,2025-04-18
2025-04-14,SKU-102120,East,242,2025-04-18
2025-04-14,SKU-102121,North,232,2025-04-18
2025-04-14,SKU-102122,South,220,2025-04-18
2025-04-14,SKU-102123,West,216,2025-04-18
2025-04-14,SKU-102124,East,221,2025-04-18
2025-04-14,SKU-102125,North,254,2025-04-18
2025-04-14,SKU-102126,South,194,2025-04-18
2025-04-14,SKU-102127,West,213,2025-04-18
2025-04-14,SKU-102128,East,397,2025-04-18
2025-04-14,SKU-102129,North,467,2025-04-18
2025-04-14,SKU-102130,South,395,2025-04-18
2025-04-14,SKU-102131,West,359,2025-04-18
2025-04-14,SKU-102132,East,311,2025-04-18
2025-04-14,SKU-102133,North,289,2025-04-18
2025-04-14,SKU-102134,South,250,2025-04-18
2025-04-14,SKU-102135,West,284,2025-04-18
2025-04-14,SKU-102136,East,318,2025-04-19
2025-04-14,SKU-102137,North,316,2025-04-19
2025-04-14,SKU-102138,South,267,2025-04-19
2025-04-14,SKU-102139,West,272,2025-04-19
2025-04-14,SKU-102140,East,378,2025-04-19
2025-04-14,SKU-102141,North,421,2025-04-19
2025-04-14,SKU-102142,South,358,2025-04-19
2025-04-14,SKU-102143,West,364,2025-04-19
2025-04-14,SKU-102144,East,413,2025-04-19
2025-04-14,SKU-102145,North,468,2025-04-19
2025-04-14,SKU-102146,South,371,2025-04-19
2025-04-14,SKU-102147,West,386,2025-04-19
2025-04-14,SKU-102148,East,244,2025-04-19
2025-04-14,SKU-102149,North,202,2025-04-19
2025-04-14,SKU-102150,South,194,2025-04-19
2025-04-14,SKU-102151,West,218,2025-04-19
2025-04-14,SKU-102152,East,468,2025-04-19
2025-04-14,SKU-102153,North,421,2025-04-19
2025-04-14,SKU-102154,South,376,2025-04-19
2025-04-14,SKU-102155,West,362,2025-04-19
2025-04-14,SKU-102156,East,337,2025-04-19
2025-04-14,SKU-102157,North,327,2025-04-19
2025-04-14,SKU-102158,South,285,2025-04-19
2025-04-14,SKU-102159,West,316,2025-04-19
2025-04-14,SKU-104752,East,199,2025-04-16
2025-04-14,SKU-104753,North,164,2025-04-16
2025-04-14,SKU-104754,South,157,2025-04-16
2025-04-14,SKU-104755,West,185,2025-04-16
2025-04-14,SKU-104756,East,325,2025-04-16
2025-04-14,SKU-104757,North,315,2025-04-16
2025-04-14,SKU-104758,South,288,2025-04-16
2025-04-14,SKU-104759,West,266,2025-04-16
2025-04-14,SKU-104760,East,317,2025-04-16
2025-04-14,SKU-104761,North,299,2025-04-16
2025-04-14,SKU-104762,South,266,2025-04-16
2025-04-14,SKU-104763,West,314,2025-04-16
2025-04-14,SKU-104764,East,364,2025-04-16
2025-04-14,SKU-104765,North,364,2025-04-16
2025-04-14,SKU-104766,South,341,2025-04-16
2025-04-14,SKU-104767,West,346,2025-04-16
2025-04-14,SKU-104768,East,176,2025-04-16
2025-04-14,SKU-104769,North,195,2025-04-16
2025-04-14,SKU-104770,South,159,2025-04-16
