warehouse_id,warehouse_id_raw,demand_region,ship_cost_per_unit_usd,lead_time_days
WH-S101266,WH-S101266,East,2.42,2
WH-E101267,WH-S101267,West,1.15,4
WH-W101268,WH-E101268,North,2.33,2
WH-C101269,WH-E101269,South,2.48,1
WH-N101270,WH-E101270,East,2.63,1
WH-S101271,WH-E101271,West,1.58,2
WH-E101272,WH-W101272,North,0.52,4
WH-W101273,WH-W101273,South,0.72,4
WH-C101274,WH-W101274,East,1.39,1
WH-N101275,WH-W101275,West,0.67,3
WH-S101276,WH-C101276,North,1.55,2
WH-E101277,WH-C101277,South,2.48,1
WH-W101278,WH-C101278,East,0.98,3
WH-C101279,WH-C101279,West,1.14,2
WH-N101280,WH-N101280,North,1.08,2
WH-S101281,WH-N101281,South,2.7,2
WH-E101282,WH-N101282,East,1.09,3
WH-W101283,WH-N101283,West,0.63,1
WH-C101284,WH-S101284,North,1.43,3
WH-N101285,WH-S101285,South,1.43,3
WH-S101286,WH-S101286,East,2.42,2
WH-E101287,WH-S101287,West,1.15,4
WH-W101288,WH-E101288,North,2.33,2
WH-C101289,WH-E101289,South,2.48,1
WH-N101290,WH-E101290,East,2.63,1
WH-S101291,WH-E101291,West,1.58,2
WH-E101292,WH-W101292,North,0.52,4
WH-W101293,WH-W101293,South,0.72,4
WH-C101294,WH-W101294,East,1.39,1
WH-N101295,WH-W101295,West,0.67,3
WH-S101296,WH-C101296,North,1.55,2
WH-E101297,WH-C101297,South,2.48,1
WH-W101298,WH-C101298,East,0.98,3
WH-C101299,WH-C101299,West,1.14,2
WH-N101300,WH-N101300,North,1.08,2
WH-S101301,WH-N101301,South,2.7,2
WH-E101302,WH-N101302,East,1.09,3
WH-W101303,WH-N101303,West,0.63,1
WH-C101304,WH-S101304,North,1.43,3
WH-N101305,WH-S101305,South,1.43,3
WH-S101306,WH-S101306,East,2.42,2
WH-E101307,WH-S101307,West,1.15,4
WH-W101308,WH-E101308,North,2.33,2
WH-C101309,WH-E101309,South,2.48,1
WH-N101310,WH-E101310,East,2.63,1
WH-S101311,WH-E101311,West,1.58,2
WH-E101312,WH-W101312,North,0.52,4
WH-W101313,WH-W101313,South,0.72,4
WH-C101314,WH-W101314,East,1.39,1
WH-N101315,WH-W101315,West,0.67,3
WH-S101316,WH-C101316,North,1.55,2
WH-E101317,WH-C101317,South,2.48,1
WH-W101318,WH-C101318,East,0.98,3
WH-C101319,WH-C101319,West,1.14,2
WH-N101320,WH-N101320,North,1.08,2
WH-S101321,WH-N101321,South,2.7,2
WH-E101322,WH-N101322,East,1.09,3
WH-W101323,WH-N101323,West,0.63,1
WH-C101324,WH-S101324,North,1.43,3
WH-N101325,WH-S101325,South,1.43,3
WH-S101326,WH-S101326,East,2.42,2
WH-E101327,WH-S101327,West,1.15,4
WH-W101328,WH-E101328,North,2.33,2
WH-C101329,WH-E101329,South,2.48,1
WH-N101330,WH-E101330,East,2.63,1
WH-S101331,WH-E101331,West,1.58,2
WH-E101332,WH-W101332,North,0.52,4
WH-W101333,WH-W101333,South,0.72,4
WH-C101334,WH-W101334,East,1.39,1
WH-N101335,WH-W101335,West,0.67,3
WH-S101336,WH-C101336,North,1.55,2
WH-E101337,WH-C101337,South,2.48,1
WH-W101338,WH-C101338,East,0.98,3
WH-C101339,WH-C101339,West,1.14,2
WH-N101340,WH-N101340,North,1.08,2
WH-S101341,WH-N101341,South,2.7,2
WH-E101342,WH-N101342,East,1.09,3
WH-W101343,WH-N101343,West,0.63,1
WH-C101344,WH-S101344,North,1.43,3
WH-N101345,WH-S101345,South,1.43,3
WH-S101346,WH-S101346,East,2.42,2
WH-E101347,WH-S101347,West,1.15,4
WH-W101348,WH-E101348,North,2.33,2
WH-C101349,WH-E101349,South,2.48,1
WH-N101350,WH-E101350,East,2.63,1
WH-S101351,WH-E101351,West,1.58,2
WH-E101352,WH-W101352,North,0.52,4
WH-W101353,WH-W101353,South,0.72,4
WH-C101354,WH-W101354,East,1.39,1
WH-N101355,WH-W101355,West,0.67,3
WH-S101356,WH-C101356,North,1.55,2
WH-E101357,WH-C101357,South,2.48,1
WH-W101358,WH-C101358,East,0.98,3
WH-C101359,WH-C101359,West,1.14,2
WH-N101360,WH-N101360,North,1.08,2
WH-S101361,WH-N101361,South,2.7,2
WH-E101362,WH-N101362,East,1.09,3
WH-W101363,WH-N101363,West,0.63,1
WH-C101364,WH-S101364,North,1.43,3
WH-N101365,WH-S101365,South,1.43,3
WH-S101366,WH-S101366,East,2.42,2
WH-E101367,WH-S101367,West,1.15,4
WH-W101368,WH-E101368,North,2.33,2
WH-C101369,WH-E101369,South,2.48,1
WH-N101370,WH-E101370,East,2.63,1
WH-S101371,WH-E101371,West,1.58,2
WH-E101372,WH-W101372,North,0.52,4
WH-W101373,WH-W101373,South,0.72,4
WH-C101374,WH-W101374,East,1.39,1
WH-N101375,WH-W101375,West,0.67,3
WH-S101376,WH-C101376,North,1.55,2
WH-E101377,WH-C101377,South,2.48,1
WH-W101378,WH-C101378,East,0.98,3
WH-C101379,WH-C101379,West,1.14,2
WH-N101380,WH-N101380,North,1.08,2
WH-S101381,WH-N101381,South,2.7,2
WH-E101382,WH-N101382,East,1.09,3
WH-W101383,WH-N101383,West,0.63,1
WH-C101384,WH-S101384,North,1.43,3
WH-N101385,WH-S101385,South,1.43,3
WH-S101386,WH-S101386,East,2.42,2
WH-E101387,WH-S101387,West,1.15,4
WH-W101388,WH-E101388,North,2.33,2
WH-C101389,WH-E101389,South,2.48,1
WH-N101390,WH-E101390,East,2.63,1
WH-S101391,WH-E101391,West,1.58,2
WH-E101392,WH-W101392,North,0.52,4
WH-W101393,WH-W101393,South,0.72,4
WH-C101394,WH-W101394,East,1.39,1
WH-N101395,WH-W101395,West,0.67,3
WH-S101396,WH-C101396,North,1.55,2
WH-E101397,WH-C101397,South,2.48,1
WH-W101398,WH-C101398,East,0.98,3
WH-C101399,WH-C101399,West,1.14,2
WH-N101400,WH-N101400,North,1.08,2
WH-S101401,WH-N101401,South,2.7,2
WH-E101402,WH-N101402,East,1.09,3
WH-W101403,WH-N101403,West,0.63,1
WH-C101404,WH-S101404,North,1.43,3
WH-N101405,WH-S101405,South,1.43,3
WH-S101406,WH-S101406,East,2.42,2
WH-E101407,WH-S101407,West,1.15,4
WH-W101408,WH-E101408,North,2.33,2
WH-C101409,WH-E101409,South,2.48,1
WH-N101410,WH-E101410,East,2.63,1
WH-S101411,WH-E101411,West,1.58,2
WH-E101412,WH-W101412,North,0.52,4
WH-W101413,WH-W101413,South,0.72,4
WH-C101414,WH-W101414,East,1.39,1
WH-N101415,WH-W101415,West,0.67,3
WH-S101416,WH-C101416,North,1.55,2
WH-E101417,WH-C101417,South,2.48,1
WH-W101418,WH-C101418,East,0.98,3
WH-C101419,WH-C101419,West,1.14,2
WH-N101420,WH-N101420,North,1.08,2
WH-S101421,WH-N101421,South,2.7,2
WH-E101422,WH-N101422,East,1.09,3
WH-W101423,WH-N101423,West,0.63,1
WH-C101424,WH-S101424,North,1.43,3
WH-N101425,WH-S101425,South,1.43,3
WH-S101426,WH-S101426,East,2.42,2
WH-E101427,WH-S101427,West,1.15,4
WH-W101428,WH-E101428,North,2.33,2
WH-C101429,WH-E101429,South,2.48,1
WH-N101430,WH-E101430,East,2.63,1
WH-S101431,WH-E101431,West,1.58,2
WH-E101432,WH-W101432,North,0.52,4
WH-W101433,WH-W101433,South,0.72,4
WH-C101434,WH-W101434,East,1.39,1
WH-N101435,WH-W101435,West,0.67,3
WH-S101436,WH-C101436,North,1.55,2
WH-E101437,WH-C101437,South,2.48,1
WH-W101438,WH-C101438,East,0.98,3
WH-C101439,WH-C101439,West,1.14,2
WH-N101440,WH-N101440,North,1.08,2
WH-S101441,WH-N101441,South,2.7,2
WH-E101442,WH-N101442,East,1.09,3
WH-W101443,WH-N101443,West,0.63,1
WH-C101444,WH-S101444,North,1.43,3
WH-N101445,WH-S101445,South,1.43,3
WH-S101446,WH-S101446,East,2.42,2
WH-E101447,WH-S101447,West,1.15,4
WH-W101448,WH-E101448,North,2.33,2
WH-C101449,WH-E101449,South,2.48,1
WH-N101450,WH-E101450,East,2.63,1
WH-S101451,WH-E101451,West,1.58,2
WH-E101452,WH-W101452,North,0.52,4
WH-W101453,WH-W101453,South,0.72,4
WH-C101454,WH-W101454,East,1.39,1
WH-N101455,WH-W101455,West,0.67,3
WH-S101456,WH-C101456,North,1.55,2
WH-E101457,WH-C101457,South,2.48,1
WH-W101458,WH-C101458,East,0.98,3
WH-C101459,WH-C101459,West,1.14,2
WH-N101460,WH-N101460,North,1.08,2
WH-S101461,WH-N101461,South,2.7,2
WH-E101462,WH-N101462,East,1.09,3
WH-W101463,WH-N101463,West,0.63,1
WH-C101464,WH-S101464,North,1.43,3
WH-N101465,WH-S101465,South,1.43,3
WH-S101466,WH-S101466,East,2.42,2
WH-E101467,WH-S101467,West,1.15,4
WH-W101468,WH-E101468,North,2.33,2
WH-C101469,WH-E101469,South,2.48,1
WH-N101470,WH-E101470,East,2.63,1
WH-S101471,WH-E101471,West,1.58,2
WH-E101472,WH-W101472,North,0.52,4
WH-W101473,WH-W101473,South,0.72,4
WH-C101474,WH-W101474,East,1.39,1
WH-N101475,WH-W101475,West,0.67,3
WH-S101476,WH-C101476,North,1.55,2
WH-E101477,WH-C101477,South,2.48,1
WH-W101478,WH-C101478,East,0.98,3
WH-C101479,WH-C101479,West,1.14,2
WH-N101480,WH-N101480,North,1.08,2
WH-S101481,WH-N101481,South,2.7,2
WH-E101482,WH-N101482,East,1.09,3
WH-W101483,WH-N101483,West,0.63,1
WH-C101484,WH-S101484,North,1.43,3
WH-N101485,WH-S101485,South,1.43,3
WH-S101486,WH-S101486,East,2.42,2
WH-E101487,WH-S101487,West,1.15,4
WH-W101488,WH-E101488,North,2.33,2
WH-C101489,WH-E101489,South,2.48,1
WH-N101490,WH-E101490,East,2.63,1
WH-S101491,WH-E101491,West,1.58,2
WH-E101492,WH-W101492,North,0.52,4
WH-W101493,WH-W101493,South,0.72,4
WH-C101494,WH-W101494,East,1.39,1
WH-N101495,WH-W101495,West,0.67,3
WH-S101496,WH-C101496,North,1.55,2
WH-E101497,WH-C101497,South,2.48,1
WH-W101498,WH-C101498,East,0.98,3
WH-C101499,WH-C101499,West,1.14,2
WH-N101500,WH-N101500,North,1.08,2
WH-S101501,WH-N101501,South,2.7,2
WH-E101502,WH-N101502,East,1.09,3
WH-W101503,WH-N101503,West,0.63,1
WH-C101504,WH-S101504,North,1.43,3
WH-N101505,WH-S101505,South,1.43,3
WH-S101506,WH-S101506,East,2.42,2
WH-E101507,WH-S101507,West,1.15,4
WH-W101508,WH-E101508,North,2.33,2
WH-C101509,WH-E101509,South,2.48,1
WH-N101510,WH-E101510,East,2.63,1
WH-S101511,WH-E101511,West,1.58,2
WH-E101512,WH-W101512,North,0.52,4
WH-W101513,WH-W101513,South,0.72,4
WH-C101514,WH-W101514,East,1.39,1
WH-N101515,WH-W101515,West,0.67,3
WH-S101516,WH-C101516,North,1.55,2
WH-E101517,WH-C101517,South,2.48,1
WH-W101518,WH-C101518,East,0.98,3
WH-C101519,WH-C101519,West,1.14,2
WH-N101520,WH-N101520,North,1.08,2
WH-S101521,WH-N101521,South,2.7,2
WH-E101522,WH-N101522,East,1.09,3
WH-W101523,WH-N101523,West,0.63,1
WH-C101524,WH-S101524,North,1.43,3
WH-N101525,WH-S101525,South,1.43,3
WH-S101526,WH-S101526,East,2.42,2
WH-E101527,WH-S101527,West,1.15,4
WH-W101528,WH-E101528,North,2.33,2
WH-C101529,WH-E101529,South,2.48,1
WH-N101530,WH-E101530,East,2.63,1
WH-S101531,WH-E101531,West,1.58,2
WH-E101532,WH-W101532,North,0.52,4
WH-W101533,WH-W101533,South,0.72,4
WH-C101534,WH-W101534,East,1.39,1
WH-N101535,WH-W101535,West,0.67,3
WH-S101536,WH-C101536,North,1.55,2
WH-E101537,WH-C101537,South,2.48,1
WH-W101538,WH-C101538,East,0.98,3
WH-C101539,WH-C101539,West,1.14,2
WH-N101540,WH-N101540,North,1.08,2
WH-S101541,WH-N101541,South,2.7,2
WH-E101542,WH-N101542,East,1.09,3
WH-W101543,WH-N101543,West,0.63,1
WH-C101544,WH-S101544,North,1.43,3
WH-N101545,WH-S101545,South,1.43,3
WH-S101546,WH-S101546,East,2.42,2
WH-E101547,WH-S101547,West,1.15,4
WH-W101548,WH-E101548,North,2.33,2
WH-C101549,WH-E101549,South,2.48,1
WH-N101550,WH-E101550,East,2.63,1
WH-S101551,WH-E101551,West,1.58,2
WH-E101552,WH-W101552,North,0.52,4
WH-W101553,WH-W101553,South,0.72,4
WH-C101554,WH-W101554,East,1.39,1
WH-N101555,WH-W101555,West,0.67,3
WH-S101556,WH-C101556,North,1.55,2
WH-E101557,WH-C101557,South,2.48,1
WH-W101558,WH-C101558,East,0.98,3
WH-C101559,WH-C101559,West,1.14,2
WH-N101560,WH-N101560,North,1.08,2
WH-S101561,WH-N101561,South,2.7,2
WH-E101562,WH-N101562,East,1.09,3
WH-W101563,WH-N101563,West,0.63,1
WH-C101564,WH-S101564,North,1.43,3
WH-N101565,WH-S101565,South,1.43,3
WH-S101566,WH-S101566,East,2.42,2
WH-E101567,WH-S101567,West,1.15,4
WH-W101568,WH-E101568,North,2.33,2
WH-C101569,WH-E101569,South,2.48,1
WH-N101570,WH-E101570,East,2.63,1
WH-S101571,WH-E101571,West,1.58,2
WH-E101572,WH-W101572,North,0.52,4
WH-W101573,WH-W101573,South,0.72,4
WH-C101574,WH-W101574,East,1.39,1
WH-N101575,WH-W101575,West,0.67,3
WH-S101576,WH-C101576,North,1.55,2
WH-E101577,WH-C101577,South,2.48,1
WH-W101578,WH-C101578,East,0.98,3
WH-C101579,WH-C101579,West,1.14,2
WH-N101580,WH-N101580,North,1.08,2
WH-S101581,WH-N101581,South,2.7,2
WH-E101582,WH-N101582,East,1.09,3
WH-W101583,WH-N101583,West,0.63,1
WH-C101584,WH-S101584,North,1.43,3
WH-N101585,WH-S101585,South,1.43,3
WH-S101586,WH-S101586,East,2.42,2
WH-E101587,WH-S101587,West,1.15,4
WH-W101588,WH-E101588,North,2.33,2
WH-C101589,WH-E101589,South,2.48,1
WH-N101590,WH-E101590,East,2.63,1
WH-S101591,WH-E101591,West,1.58,2
WH-E101592,WH-W101592,North,0.52,4
WH-W101593,WH-W101593,South,0.72,4
WH-C101594,WH-W101594,East,1.39,1
WH-N101595,WH-W101595,West,0.67,3
WH-S101596,WH-C101596,North,1.55,2
WH-E101597,WH-C101597,South,2.48,1
WH-W101598,WH-C101598,East,0.98,3
WH-C101599,WH-C101599,West,1.14,2
WH-N101600,WH-N101600,North,1.08,2
WH-S101601,WH-N101601,South,2.7,2
WH-E101602,WH-N101602,East,1.09,3
WH-W101603,WH-N101603,West,0.63,1
WH-C101604,WH-S101604,North,1.43,3
WH-N101605,WH-S101605,South,1.43,3
WH-S101606,WH-S101606,East,2.42,2
WH-E101607,WH-S101607,West,1.15,4
WH-W101608,WH-E101608,North,2.33,2
WH-C101609,WH-E101609,South,2.48,1
WH-N101610,WH-E101610,East,2.63,1
WH-S101611,WH-E101611,West,1.58,2
WH-E101612,WH-W101612,North,0.52,4
WH-W101613,WH-W101613,South,0.72,4
WH-C101614,WH-W101614,East,1.39,1
WH-N101615,WH-W101615,West,0.67,3
WH-S101616,WH-C101616,North,1.55,2
WH-E101617,WH-C101617,South,2.48,1
WH-W101618,WH-C101618,East,0.98,3
WH-C101619,WH-C101619,West,1.14,2
WH-N101620,WH-N101620,North,1.08,2
WH-S101621,WH-N101621,South,2.7,2
WH-E101622,WH-N101622,East,1.09,3
WH-W101623,WH-N101623,West,0.63,1
WH-C101624,WH-S101624,North,1.43,3
WH-N101625,WH-S101625,South,1.43,3
WH-S101626,WH-S101626,East,2.42,2
WH-E101627,WH-S101627,West,1.15,4
WH-W101628,WH-E101628,North,2.33,2
WH-C101629,WH-E101629,South,2.48,1
WH-N101630,WH-E101630,East,2.63,1
WH-S101631,WH-E101631,West,1.58,2
WH-E101632,WH-W101632,North,0.52,4
WH-W101633,WH-W101633,South,0.72,4
WH-C101634,WH-W101634,East,1.39,1
WH-N101635,WH-W101635,West,0.67,3
WH-S101636,WH-C101636,North,1.55,2
WH-E101637,WH-C101637,South,2.48,1
WH-W101638,WH-C101638,East,0.98,3
WH-C101639,WH-C101639,West,1.14,2
WH-N101640,WH-N101640,North,1.08,2
WH-S101641,WH-N101641,South,2.7,2
WH-E101642,WH-N101642,East,1.09,3
WH-W101643,WH-N101643,West,0.63,1
WH-C101644,WH-S101644,North,1.43,3
WH-N101645,WH-S101645,South,1.43,3
WH-S101646,WH-S101646,East,2.42,2
WH-E101647,WH-S101647,West,1.15,4
WH-W101648,WH-E101648,North,2.33,2
WH-C101649,WH-E101649,South,2.48,1
WH-N101650,WH-E101650,East,2.63,1
WH-S101651,WH-E101651,West,1.58,2
WH-E101652,WH-W101652,North,0.52,4
WH-W101653,WH-W101653,South,0.72,4
WH-C101654,WH-W101654,East,1.39,1
WH-N101655,WH-W101655,West,0.67,3
WH-S101656,WH-C101656,North,1.55,2
WH-E101657,WH-C101657,South,2.48,1
WH-W101658,WH-C101658,East,0.98,3
WH-C101659,WH-C101659,West,1.14,2
WH-N101660,WH-N101660,North,1.08,2
WH-S101661,WH-N101661,South,2.7,2
WH-E101662,WH-N101662,East,1.09,3
WH-W101663,WH-N101663,West,0.63,1
WH-C101664,WH-S101664,North,1.43,3
WH-N101665,WH-S101665,South,1.43,3
WH-S101666,WH-S101666,East,2.42,2
WH-E101667,WH-S101667,West,1.15,4
WH-W101668,WH-E101668,North,2.33,2
WH-C101669,WH-E101669,South,2.48,1
WH-N101670,WH-E101670,East,2.63,1
WH-S101671,WH-E101671,West,1.58,2
WH-E101672,WH-W101672,North,0.52,4
WH-W101673,WH-W101673,South,0.72,4
WH-C101674,WH-W101674,East,1.39,1
WH-N101675,WH-W101675,West,0.67,3
WH-S101676,WH-C101676,North,1.55,2
WH-E101677,WH-C101677,South,2.48,1
WH-W101678,WH-C101678,East,0.98,3
WH-C101679,WH-C101679,West,1.14,2
WH-N101680,WH-N101680,North,1.08,2
WH-S101681,WH-N101681,South,2.7,2
WH-E101682,WH-N101682,East,1.09,3
WH-W101683,WH-N101683,West,0.63,1
WH-C101684,WH-S101684,North,1.43,3
WH-N101685,WH-S101685,South,1.43,3
WH-S101686,WH-S101686,East,2.42,2
WH-E101687,WH-S101687,West,1.15,4
WH-W101688,WH-E101688,North,2.33,2
WH-C101689,WH-E101689,South,2.48,1
WH-N101690,WH-E101690,East,2.63,1
WH-S101691,WH-E101691,West,1.58,2
WH-E101692,WH-W101692,North,0.52,4
WH-W101693,WH-W101693,South,0.72,4
WH-C101694,WH-W101694,East,1.39,1
WH-N101695,WH-W101695,West,0.67,3
WH-S101696,WH-C101696,North,1.55,2
WH-E101697,WH-C101697,South,2.48,1
WH-W101698,WH-C101698,East,0.98,3
WH-C101699,WH-C101699,West,1.14,2
WH-N101700,WH-N101700,North,1.08,2
WH-S101701,WH-N101701,South,2.7,2
WH-E101702,WH-N101702,East,1.09,3
WH-W101703,WH-N101703,West,0.63,1
WH-C101704,WH-S101704,North,1.43,3
WH-N101705,WH-S101705,South,1.43,3
WH-S101706,WH-S101706,East,2.42,2
WH-E101707,WH-S101707,West,1.15,4
WH-W101708,WH-E101708,North,2.33,2
WH-C101709,WH-E101709,South,2.48,1
WH-N101710,WH-E101710,East,2.63,1
WH-S101711,WH-E101711,West,1.58,2
WH-E101712,WH-W101712,North,0.52,4
WH-W101713,WH-W101713,South,0.72,4
WH-C101714,WH-W101714,East,1.39,1
WH-N101715,WH-W101715,West,0.67,3
WH-S101716,WH-C101716,North,1.55,2
WH-E101717,WH-C101717,South,2.48,1
WH-W101718,WH-C101718,East,0.98,3
WH-C101719,WH-C101719,West,1.14,2
WH-N101720,WH-N101720,North,1.08,2
WH-S101721,WH-N101721,South,2.7,2
WH-E101722,WH-N101722,East,1.09,3
WH-W101723,WH-N101723,West,0.63,1
WH-C101724,WH-S101724,North,1.43,3
WH-N101725,WH-S101725,South,1.43,3
WH-S101726,WH-S101726,East,2.42,2
WH-E101727,WH-S101727,West,1.15,4
WH-W101728,WH-E101728,North,2.33,2
WH-C101729,WH-E101729,South,2.48,1
WH-N101730,WH-E101730,East,2.63,1
WH-S101731,WH-E101731,West,1.58,2
WH-E101732,WH-W101732,North,0.52,4
WH-W101733,WH-W101733,South,0.72,4
WH-C101734,WH-W101734,East,1.39,1
WH-N101735,WH-W101735,West,0.67,3
WH-S101736,WH-C101736,North,1.55,2
WH-E101737,WH-C101737,South,2.48,1
WH-W101738,WH-C101738,East,0.98,3
WH-C101739,WH-C101739,West,1.14,2
WH-N101740,WH-N101740,North,1.08,2
WH-S101741,WH-N101741,South,2.7,2
WH-E101742,WH-N101742,East,1.09,3
WH-W101743,WH-N101743,West,0.63,1
WH-C101744,WH-S101744,North,1.43,3
WH-N101745,WH-S101745,South,1.43,3
WH-S101746,WH-S101746,East,2.42,2
WH-E101747,WH-S101747,West,1.15,4
WH-W101748,WH-E101748,North,2.33,2
WH-C101749,WH-E101749,South,2.48,1
WH-N101750,WH-E101750,East,2.63,1
WH-S101751,WH-E101751,West,1.58,2
WH-E101752,WH-W101752,North,0.52,4
WH-W101753,WH-W101753,South,0.72,4
WH-C101754,WH-W101754,East,1.39,1
WH-N101755,WH-W101755,West,0.67,3
WH-S101756,WH-C101756,North,1.55,2
WH-E101757,WH-C101757,South,2.48,1
WH-W101758,WH-C101758,East,0.98,3
WH-C101759,WH-C101759,West,1.14,2
WH-N101760,WH-N101760,North,1.08,2
WH-S101761,WH-N101761,South,2.7,2
WH-E101762,WH-N101762,East,1.09,3
WH-W101763,WH-N101763,West,0.63,1
WH-C101764,WH-S101764,North,1.43,3
WH-N101765,WH-S101765,South,1.43,3
WH-S101766,WH-S101766,East,2.42,2
WH-E101767,WH-S101767,West,1.15,4
WH-W101768,WH-E101768,North,2.33,2
WH-C101769,WH-E101769,South,2.48,1
WH-N101770,WH-E101770,East,2.63,1
WH-S101771,WH-E101771,West,1.58,2
WH-E101772,WH-W101772,North,0.52,4
WH-W101773,WH-W101773,South,0.72,4
WH-C101774,WH-W101774,East,1.39,1
WH-N101775,WH-W101775,West,0.67,3
WH-S101776,WH-C101776,North,1.55,2
WH-E101777,WH-C101777,South,2.48,1
WH-W101778,WH-C101778,East,0.98,3
WH-C101779,WH-C101779,West,1.14,2
WH-N101780,WH-N101780,North,1.08,2
WH-S101781,WH-N101781,South,2.7,2
WH-E101782,WH-N101782,East,1.09,3
WH-W101783,WH-N101783,West,0.63,1
WH-C101784,WH-S101784,North,1.43,3
WH-N101785,WH-S101785,South,1.43,3
WH-S101786,WH-S101786,East,2.42,2
WH-E101787,WH-S101787,West,1.15,4
WH-W101788,WH-E101788,North,2.33,2
WH-C101789,WH-E101789,South,2.48,1
WH-N101790,WH-E101790,East,2.63,1
WH-S101791,WH-E101791,West,1.58,2
WH-E101792,WH-W101792,North,0.52,4
WH-W101793,WH-W101793,South,0.72,4
WH-C101794,WH-W101794,East,1.39,1
WH-N101795,WH-W101795,West,0.67,3
WH-S101796,WH-C101796,North,1.55,2
WH-E101797,WH-C101797,South,2.48,1
WH-W101798,WH-C101798,East,0.98,3
WH-C101799,WH-C101799,West,1.14,2
WH-N101800,WH-N101800,North,1.08,2
WH-S101801,WH-N101801,South,2.7,2
WH-E101802,WH-N101802,East,1.09,3
WH-W101803,WH-N101803,West,0.63,1
WH-C101804,WH-S101804,North,1.43,3
WH-N101805,WH-S101805,South,1.43,3
WH-S101806,WH-S101806,East,2.42,2
WH-E101807,WH-S101807,West,1.15,4
WH-W101808,WH-E101808,North,2.33,2
WH-C101809,WH-E101809,South,2.48,1
WH-N101810,WH-E101810,East,2.63,1
WH-S101811,WH-E101811,West,1.58,2
WH-E101812,WH-W101812,North,0.52,4
WH-W101813,WH-W101813,South,0.72,4
WH-C101814,WH-W101814,East,1.39,1
WH-N101815,WH-W101815,West,0.67,3
WH-S101816,WH-C101816,North,1.55,2
WH-E101817,WH-C101817,South,2.48,1
WH-W101818,WH-C101818,East,0.98,3
WH-C101819,WH-C101819,West,1.14,2
WH-N101820,WH-N101820,North,1.08,2
WH-S101821,WH-N101821,South,2.7,2
WH-E101822,WH-N101822,East,1.09,3
WH-W101823,WH-N101823,West,0.63,1
WH-C101824,WH-S101824,North,1.43,3
WH-N101825,WH-S101825,South,1.43,3
WH-S101826,WH-S101826,East,2.42,2
WH-E101827,WH-S101827,West,1.15,4
WH-W101828,WH-E101828,North,2.33,2
WH-C101829,WH-E101829,South,2.48,1
WH-N101830,WH-E101830,East,2.63,1
WH-S101831,WH-E101831,West,1.58,2
WH-E101832,WH-W101832,North,0.52,4
WH-W101833,WH-W101833,South,0.72,4
WH-C101834,WH-W101834,East,1.39,1
WH-N101835,WH-W101835,West,0.67,3
WH-S101836,WH-C101836,North,1.55,2
WH-E101837,WH-C101837,South,2.48,1
WH-W101838,WH-C101838,East,0.98,3
WH-C101839,WH-C101839,West,1.14,2
WH-N101840,WH-N101840,North,1.08,2
WH-S101841,WH-N101841,South,2.7,2
WH-E101842,WH-N101842,East,1.09,3
WH-W101843,WH-N101843,West,0.63,1
WH-C101844,WH-S101844,North,1.43,3
WH-N101845,WH-S101845,South,1.43,3
WH-S101846,WH-S101846,East,2.42,2
WH-E101847,WH-S101847,West,1.15,4
WH-W101848,WH-E101848,North,2.33,2
WH-C101849,WH-E101849,South,2.48,1
WH-N101850,WH-E101850,East,2.63,1
WH-S101851,WH-E101851,West,1.58,2
WH-E101852,WH-W101852,North,0.52,4
WH-W101853,WH-W101853,South,0.72,4
WH-C101854,WH-W101854,East,1.39,1
WH-N101855,WH-W101855,West,0.67,3
WH-S101856,WH-C101856,North,1.55,2
WH-E101857,WH-C101857,South,2.48,1
WH-W101858,WH-C101858,East,0.98,3
WH-C101859,WH-C101859,West,1.14,2
WH-N101860,WH-N101860,North,1.08,2
WH-S101861,WH-N101861,South,2.7,2
WH-E101862,WH-N101862,East,1.09,3
WH-W101863,WH-N101863,West,0.63,1
WH-C101864,WH-S101864,North,1.43,3
WH-N101865,WH-S101865,South,1.43,3
WH-S101866,WH-S101866,East,2.42,2
WH-E101867,WH-S101867,West,1.15,4
WH-W101868,WH-E101868,North,2.33,2
WH-C101869,WH-E101869,South,2.48,1
WH-N101870,WH-E101870,East,2.63,1
WH-S101871,WH-E101871,West,1.58,2
WH-E101872,WH-W101872,North,0.52,4
WH-W101873,WH-W101873,South,0.72,4
WH-C101874,WH-W101874,East,1.39,1
WH-N101875,WH-W101875,West,0.67,3
WH-S101876,WH-C101876,North,1.55,2
WH-E101877,WH-C101877,South,2.48,1
WH-W101878,WH-C101878,East,0.98,3
WH-C101879,WH-C101879,West,1.14,2
WH-N101880,WH-N101880,North,1.08,2
WH-S101881,WH-N101881,South,2.7,2
WH-E101882,WH-N101882,East,1.09,3
WH-W101883,WH-N101883,West,0.63,1
WH-C101884,WH-S101884,North,1.43,3
WH-N101885,WH-S101885,South,1.43,3
WH-S101886,WH-S101886,East,2.42,2
WH-E101887,WH-S101887,West,1.15,4
WH-W101888,WH-E101888,North,2.33,2
WH-C101889,WH-E101889,South,2.48,1
WH-N101890,WH-E101890,East,2.63,1
WH-S101891,WH-E101891,West,1.58,2
WH-E101892,WH-W101892,North,0.52,4
WH-W101893,WH-W101893,South,0.72,4
WH-C101894,WH-W101894,East,1.39,1
WH-N101895,WH-W101895,West,0.67,3
WH-S101896,WH-C101896,North,1.55,2
WH-E101897,WH-C101897,South,2.48,1
WH-W101898,WH-C101898,East,0.98,3
WH-C101899,WH-C101899,West,1.14,2
